ID_AMOSTRA,RNQA,CORPODAGUA,ANO,PERIODO,PC1,PC2,PC3,PC4,PC5,CLUSTER
ITA-0189,MA-7185-I-8,RIO ITAPECURU,2021,7,-1.1835739633703235,-0.08235411657086825,-0.6237538617243221,-0.3434659219305361,-0.6125804053962366,3
ITA-0190,MA-7185-I-1,RIACHO PERITORO,2021,7,2.8493362375414524,1.6780744165633747,0.13279519028889059,-0.7094852668772591,-0.8223161714890669,1
ITA-0191,MA-7183-I-3,RIO ITAPECURU,2021,7,-0.9374000384432228,0.3732632028464694,0.9917553352427233,-1.398806564117924,-0.340596400219642,3
ITA-0192,MA-7185-I-7,RIO ITAPECURU,2021,7,-1.3265935261642556,3.463364721246765,-0.7986597198941402,-1.2189878801034377,-0.6018628425865663,4
ITA-0193,MA-7185-I-10,RIO ITAPECURU,2021,7,-0.2893060329972556,0.08992755227601221,-1.4395753391166113,-0.053776264445537895,-0.5804265067622008,3
ITA-0194,MA-7185-I-6,RIO ITAPECURU,2021,7,-0.9860302814240746,-0.9447381993629994,-0.7038701672106876,-0.6022100012744177,-0.24952892760506656,3
ITA-0195,MA-7184-I-1,RIO CODOZINHO,2021,7,5.278152414164462,0.39920864038830084,4.31187406549186,-0.7281955660578978,0.38432520554118016,5
ITA-0203,MA-7185-I-5,RIO PIRAPEMAS,2022,7,1.0533185866748735,-2.8808984520814214,-1.2325430808253748,-0.6805384961793288,0.2341547357769011,3
ITA-0204,MA-7185-I-11,RIO ITAPECURU,2022,7,0.5226769396650239,-1.4421308097383165,-0.6110977380048932,1.5101300745794937,-0.2820688935470358,3
ITA-0207,MA-7182-I-2,RIO PERITORO,2022,7,0.43493950562157185,-2.8834052618340453,-1.454277765998924,-0.6945269192035702,0.3176256104738573,3
ITA-0208,MA-7185-I-12,RIO ITAPECURU,2022,7,0.10728118217340976,-1.635406940520768,0.7062253829395636,0.41998962094176184,0.3094266605652171,3
ITA-0209,MA-7185-I-8,RIO ITAPECURU,2022,7,1.0834345253050621,-1.0672564659205954,0.8829991436803327,0.7290000677491674,-0.23461926761173713,3
ITA-0210,MA-7185-I-1,RIACHO PERITORO,2022,7,0.058057081799687854,-3.154253229909782,-0.7924306132037788,-1.004423387646236,0.029146900037623383,3
ITA-0211,MA-7183-I-3,RIO ITAPECURU,2022,7,0.9116833387204175,0.46161892133587545,-0.7077651703090918,1.0996102240930066,-0.26847182300616385,3
ITA-0212,MA-7185-I-7,RIO ITAPECURU,2022,7,0.9119673962247853,-0.33348859788555196,-1.4771177374366926,2.0374774758071053,-0.21857193278260295,3
ITA-0213,MA-7185-I-10,RIO ITAPECURU,2022,7,0.5806941655608175,-1.4140168676171563,-2.0187268265759553,1.922458330428416,-0.5433710459031863,3
ITA-0214,MA-7185-I-6,RIO ITAPECURU,2022,7,0.5417352711637805,-2.517183312257985,0.11419483771548362,-0.10856644097406967,-0.3562139937860046,3
ITA-0215,MA-7184-I-1,RIO CODOZINHO,2022,7,1.324668293825837,-2.452627994559761,0.492993240741824,-1.5891882325919486,0.9738378284381709,3
ITA-0216,MA-7181-I-4,RIO ITAPECURU,2022,8,-2.1118462338352026,-0.16326978285747978,1.604371668121093,0.21089418000472324,-0.1604074205995863,2
ITA-0217,MA-7181-I-2,RIO ITAPECURU,2022,8,-2.7467935560227907,-1.2323858258666707,1.9285223443093606,-0.16679347248670784,-0.40801472495988006,2
ITA-0218,MA-7181-I-3,RIO ITAPECURU,2022,8,-3.658667134567849,-0.09433914775241677,1.9179956311857256,1.5723082967533695,0.22360013300150805,2
ITA-0219,MA-7181-I-1,RIO ITAPECURU,2022,8,-3.464969925382933,0.7662065856383818,1.9961212574559508,1.2748567951144616,-0.8517518166461627,2
ITA-0221,MA-7164-I-19,RIO ITAPECURU,2022,8,-2.1610406515367453,0.5746296443654245,1.407598325231804,0.8994093093354891,-0.5603601983954019,2
