ALVO,MODELO,N,N_PREDITORES,RAZAO_N_PREDITORES,R2,R2_AJUSTADO,F_STAT,F_PVALOR,NUMERO_CONDICAO,VIF_MAXIMO
TURBIDEZ,completo,36,12,3.0,0.6429812504703696,0.4567105985418667,3.4518655720234883,0.005195648742319446,7320.015437210222,5.323762859062843
TURBIDEZ,nucleo_robusto,305,5,61.0,0.11028276887970423,0.09540455431247519,7.412365803798443,1.4292572857278592e-06,33013.22743272526,1.1739681618359588
VAZAO,nucleo_robusto,31,6,5.2,0.43012301609369097,0.2876537701171137,3.019058696810999,0.024158526604059215,2590.5947763456243,3.0031467466446733
