CLUSTER,PH,TURBIDEZ,TEMPERATURA_AGUA,COND_ELETRICA_ESPECIFICA,TEMPERATURA_AR,OXIGENIO_DISSOLVIDO,SALINIDADE,ALCALINIDADE,SOLIDOS_DISSOLVIDOS,TRANSPARENCIA_AGUA,SOLIDOS_SUSPENSOS,PROFUNDIDADE,CLORETO_TOTAL,NITRATO,N_AMOSTRAS
0,7.204000000000001,55.354857142857135,29.629142857142856,102.68571428571428,28.106,6.202285714285714,0.04628571428571429,23.085714285714285,109.6842857142857,0.41571428571428576,23.556,0.38191428571428576,29.989428571428576,3.1954285714285717,35
1,8.03,48.5,30.23,400.9,25.16,7.4,0.19,48.0,520.0,0.5,59.0,0.8,298.13,0.05,1
