RNQA,CORPODAGUA,PERIODO,PARAMETRO,N_VALIDO,MEDIA,MEDIANA,DESVIO_PADRAO,MINIMO,MAXIMO
MA-7182-I-2,RIO PERITORO,8.0,OXIGENIO_DISSOLVIDO,2,5.785,5.785,0.5303300858899106,5.41,6.16
MA-7182-I-2,RIO PERITORO,9.0,OXIGENIO_DISSOLVIDO,2,5.199999999999999,5.199999999999999,0.8061017305526637,4.63,5.77
MA-7182-I-2,RIO PERITORO,10.0,OXIGENIO_DISSOLVIDO,2,5.545,5.545,0.5444722215136413,5.16,5.93
MA-7182-I-2,RIO PERITORO,,OXIGENIO_DISSOLVIDO,1,5.73,5.73,,5.73,5.73
MA-7182-I-3,RIO PERITORO,4.0,OXIGENIO_DISSOLVIDO,2,6.3149999999999995,6.3149999999999995,0.4313351365237945,6.01,6.62
MA-7182-I-3,RIO PERITORO,5.0,OXIGENIO_DISSOLVIDO,1,7.22,7.22,,7.22,7.22
MA-7182-I-3,RIO PERITORO,6.0,OXIGENIO_DISSOLVIDO,2,8.04,8.04,2.107178207935911,6.55,9.53
MA-7182-I-3,RIO PERITORO,7.0,OXIGENIO_DISSOLVIDO,1,5.85,5.85,,5.85,5.85
MA-7182-I-3,RIO PERITORO,8.0,OXIGENIO_DISSOLVIDO,2,6.26,6.26,0.1131370849898477,6.18,6.34
MA-7182-I-3,RIO PERITORO,9.0,OXIGENIO_DISSOLVIDO,2,6.275,6.275,0.06363961030678918,6.23,6.32
MA-7182-I-3,RIO PERITORO,10.0,OXIGENIO_DISSOLVIDO,2,5.8149999999999995,5.8149999999999995,0.21920310216782976,5.66,5.97
MA-7182-I-3,RIO PERITORO,,OXIGENIO_DISSOLVIDO,1,5.5,5.5,,5.5,5.5
MA-7183-I-3,RIO ITAPECURU,3.0,OXIGENIO_DISSOLVIDO,2,8.295,8.295,0.03535533905932788,8.27,8.32
MA-7183-I-3,RIO ITAPECURU,4.0,OXIGENIO_DISSOLVIDO,2,7.65,7.65,0.9758073580374352,6.96,8.34
MA-7183-I-3,RIO ITAPECURU,6.0,OXIGENIO_DISSOLVIDO,2,8.184999999999999,8.184999999999999,0.2050609665440988,8.04,8.33
MA-7183-I-3,RIO ITAPECURU,7.0,OXIGENIO_DISSOLVIDO,2,6.505,6.505,0.7566042558696061,5.97,7.04
MA-7183-I-3,RIO ITAPECURU,8.0,OXIGENIO_DISSOLVIDO,2,8.059999999999999,8.059999999999999,1.032375900532358,7.33,8.79
MA-7183-I-3,RIO ITAPECURU,9.0,OXIGENIO_DISSOLVIDO,2,7.9350000000000005,7.9350000000000005,0.770746391493337,7.39,8.48
MA-7183-I-3,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,2,7.645,7.645,0.7283199846221444,7.13,8.16
MA-7183-I-4,RIO ITAPECURU,3.0,OXIGENIO_DISSOLVIDO,2,7.79,7.79,0.2687005768508886,7.6,7.98
MA-7183-I-4,RIO ITAPECURU,4.0,OXIGENIO_DISSOLVIDO,2,7.5600000000000005,7.5600000000000005,0.8626702730475875,6.95,8.17
MA-7183-I-4,RIO ITAPECURU,5.0,OXIGENIO_DISSOLVIDO,2,8.115,8.115,0.3606244584051388,7.86,8.37
MA-7183-I-4,RIO ITAPECURU,6.0,OXIGENIO_DISSOLVIDO,2,8.3,8.3,0.05656854249492448,8.26,8.34
MA-7183-I-4,RIO ITAPECURU,7.0,OXIGENIO_DISSOLVIDO,1,6.93,6.93,,6.93,6.93
MA-7183-I-4,RIO ITAPECURU,8.0,OXIGENIO_DISSOLVIDO,2,7.805,7.805,1.6192745289171933,6.66,8.95
MA-7183-I-4,RIO ITAPECURU,9.0,OXIGENIO_DISSOLVIDO,2,7.785,7.785,0.5444722215136413,7.4,8.17
MA-7183-I-4,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,2,7.8100000000000005,7.8100000000000005,0.8485281374238568,7.21,8.41
MA-7184-I-1,RIO CODOZINHO,7.0,OXIGENIO_DISSOLVIDO,2,2.84,2.84,1.7677669529663689,1.59,4.09
MA-7184-I-1,RIO CODOZINHO,8.0,OXIGENIO_DISSOLVIDO,2,2.88,2.88,0.9050966799187808,2.24,3.52
MA-7184-I-1,RIO CODOZINHO,9.0,OXIGENIO_DISSOLVIDO,1,1.98,1.98,,1.98,1.98
MA-7184-I-1,RIO CODOZINHO,10.0,OXIGENIO_DISSOLVIDO,1,3.02,3.02,,3.02,3.02
MA-7185-I-1,RIACHO PERITORO,3.0,OXIGENIO_DISSOLVIDO,1,10.8,10.8,,10.8,10.8
MA-7185-I-1,RIACHO PERITORO,4.0,OXIGENIO_DISSOLVIDO,2,6.15,6.15,0.5374011537017769,5.77,6.53
MA-7185-I-1,RIACHO PERITORO,6.0,OXIGENIO_DISSOLVIDO,2,5.9,5.9,1.1455129855222068,5.09,6.71
MA-7185-I-1,RIACHO PERITORO,7.0,OXIGENIO_DISSOLVIDO,2,5.025,5.025,0.8414570696119921,4.43,5.62
MA-7185-I-1,RIACHO PERITORO,8.0,OXIGENIO_DISSOLVIDO,2,6.63,6.63,0.2545584412271567,6.45,6.81
MA-7185-I-1,RIACHO PERITORO,9.0,OXIGENIO_DISSOLVIDO,2,6.359999999999999,6.359999999999999,0.19798989873223316,6.22,6.5
MA-7185-I-1,RIACHO PERITORO,10.0,OXIGENIO_DISSOLVIDO,2,5.795,5.795,0.16263455967290624,5.68,5.91
MA-7185-I-1,RIACHO PERITORO,,OXIGENIO_DISSOLVIDO,2,6.4399999999999995,6.4399999999999995,0.5091168824543144,6.08,6.8
MA-7185-I-10,RIO ITAPECURU,3.0,OXIGENIO_DISSOLVIDO,2,7.385,7.385,0.5020458146424484,7.03,7.74
MA-7185-I-10,RIO ITAPECURU,4.0,OXIGENIO_DISSOLVIDO,2,7.8149999999999995,7.8149999999999995,0.7566042558696057,7.28,8.35
MA-7185-I-10,RIO ITAPECURU,6.0,OXIGENIO_DISSOLVIDO,2,7.4399999999999995,7.4399999999999995,0.01414213562373159,7.43,7.45
MA-7185-I-10,RIO ITAPECURU,7.0,OXIGENIO_DISSOLVIDO,2,6.75,6.75,0.12727922061357835,6.66,6.84
MA-7185-I-10,RIO ITAPECURU,8.0,OXIGENIO_DISSOLVIDO,2,8.07,8.07,0.1979898987322341,7.93,8.21
MA-7185-I-10,RIO ITAPECURU,9.0,OXIGENIO_DISSOLVIDO,2,7.25,7.25,0.05656854249492385,7.21,7.29
MA-7185-I-10,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,2,7.4350000000000005,7.4350000000000005,0.7990306627407984,6.87,8.0
MA-7185-I-11,RIO ITAPECURU,3.0,OXIGENIO_DISSOLVIDO,2,7.345000000000001,7.345000000000001,0.5586143571373728,6.95,7.74
MA-7185-I-11,RIO ITAPECURU,4.0,OXIGENIO_DISSOLVIDO,2,7.525,7.525,0.6858935777509506,7.04,8.01
MA-7185-I-11,RIO ITAPECURU,5.0,OXIGENIO_DISSOLVIDO,2,7.055,7.055,0.28991378028648457,6.85,7.26
MA-7185-I-11,RIO ITAPECURU,6.0,OXIGENIO_DISSOLVIDO,2,7.17,7.17,0.1131370849898477,7.09,7.25
MA-7185-I-11,RIO ITAPECURU,7.0,OXIGENIO_DISSOLVIDO,2,6.574999999999999,6.574999999999999,0.275771644662753,6.38,6.77
MA-7185-I-11,RIO ITAPECURU,8.0,OXIGENIO_DISSOLVIDO,2,7.789999999999999,7.789999999999999,0.46669047558312055,7.46,8.12
MA-7185-I-11,RIO ITAPECURU,9.0,OXIGENIO_DISSOLVIDO,2,7.195,7.195,0.1909188309203685,7.06,7.33
MA-7185-I-11,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,2,7.395,7.395,0.4737615433949877,7.06,7.73
MA-7185-I-12,RIO ITAPECURU,3.0,OXIGENIO_DISSOLVIDO,2,7.485,7.485,0.12020815280171303,7.4,7.57
MA-7185-I-12,RIO ITAPECURU,4.0,OXIGENIO_DISSOLVIDO,2,7.62,7.62,0.537401153701776,7.24,8.0
MA-7185-I-12,RIO ITAPECURU,5.0,OXIGENIO_DISSOLVIDO,2,7.26,7.26,0.1838477631085022,7.13,7.39
MA-7185-I-12,RIO ITAPECURU,6.0,OXIGENIO_DISSOLVIDO,2,7.335,7.335,0.07778174593051983,7.28,7.39
MA-7185-I-12,RIO ITAPECURU,7.0,OXIGENIO_DISSOLVIDO,2,6.35,6.35,0.6646803743153546,5.88,6.82
MA-7185-I-12,RIO ITAPECURU,8.0,OXIGENIO_DISSOLVIDO,2,8.135,8.135,0.19091883092036754,8.0,8.27
MA-7185-I-12,RIO ITAPECURU,9.0,OXIGENIO_DISSOLVIDO,2,7.51,7.51,0.16970562748477155,7.39,7.63
MA-7185-I-12,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,2,7.625,7.625,0.5303300858899106,7.25,8.0
MA-7185-I-3,RIO TAPUIO,2.0,OXIGENIO_DISSOLVIDO,2,3.4450000000000003,3.4450000000000003,1.8314065632731582,2.15,4.74
MA-7185-I-3,RIO TAPUIO,3.0,OXIGENIO_DISSOLVIDO,2,3.4749999999999996,3.4749999999999996,0.16263455967290577,3.36,3.59
MA-7185-I-3,RIO TAPUIO,4.0,OXIGENIO_DISSOLVIDO,1,3.29,3.29,,3.29,3.29
MA-7185-I-3,RIO TAPUIO,5.0,OXIGENIO_DISSOLVIDO,2,1.9549999999999998,1.9549999999999998,0.10606601717798207,1.88,2.03
MA-7185-I-3,RIO TAPUIO,6.0,OXIGENIO_DISSOLVIDO,2,4.609999999999999,4.609999999999999,0.43840620433565985,4.3,4.92
MA-7185-I-3,RIO TAPUIO,7.0,OXIGENIO_DISSOLVIDO,1,2.36,2.36,,2.36,2.36
MA-7185-I-3,RIO TAPUIO,8.0,OXIGENIO_DISSOLVIDO,1,4.03,4.03,,4.03,4.03
MA-7185-I-3,RIO TAPUIO,9.0,OXIGENIO_DISSOLVIDO,2,5.22,5.22,0.1838477631085022,5.09,5.35
MA-7185-I-3,RIO TAPUIO,10.0,OXIGENIO_DISSOLVIDO,2,24.315,24.315,25.717473631754736,6.13,42.5
MA-7185-I-3,RIO TAPUIO,,OXIGENIO_DISSOLVIDO,1,3.6,3.6,,3.6,3.6
MA-7185-I-5,RIO PIRAPEMAS,3.0,OXIGENIO_DISSOLVIDO,2,8.14,8.14,1.527350647362943,7.06,9.22
MA-7185-I-5,RIO PIRAPEMAS,4.0,OXIGENIO_DISSOLVIDO,2,3.7399999999999998,3.7399999999999998,0.6222539674441617,3.3,4.18
MA-7185-I-5,RIO PIRAPEMAS,5.0,OXIGENIO_DISSOLVIDO,2,7.52,7.52,0.1555634918610406,7.41,7.63
MA-7185-I-5,RIO PIRAPEMAS,6.0,OXIGENIO_DISSOLVIDO,2,6.365,6.365,1.6475588001646557,5.2,7.53
MA-7185-I-5,RIO PIRAPEMAS,7.0,OXIGENIO_DISSOLVIDO,2,5.01,5.01,2.4748737341529163,3.26,6.76
MA-7185-I-5,RIO PIRAPEMAS,8.0,OXIGENIO_DISSOLVIDO,2,7.6899999999999995,7.6899999999999995,0.36769552621700474,7.43,7.95
MA-7185-I-5,RIO PIRAPEMAS,9.0,OXIGENIO_DISSOLVIDO,2,6.64,6.64,1.5273506473629428,5.56,7.72
MA-7185-I-5,RIO PIRAPEMAS,10.0,OXIGENIO_DISSOLVIDO,2,7.345000000000001,7.345000000000001,1.0253048327204937,6.62,8.07
MA-7185-I-6,RIO ITAPECURU,7.0,OXIGENIO_DISSOLVIDO,2,5.87,5.87,1.0606601717798212,5.12,6.62
MA-7185-I-6,RIO ITAPECURU,8.0,OXIGENIO_DISSOLVIDO,1,8.15,8.15,,8.15,8.15
MA-7185-I-6,RIO ITAPECURU,9.0,OXIGENIO_DISSOLVIDO,2,7.46,7.46,0.21213203435596475,7.31,7.61
MA-7185-I-6,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,2,7.51,7.51,0.3676955262170044,7.25,7.77
MA-7185-I-7,RIO ITAPECURU,3.0,OXIGENIO_DISSOLVIDO,2,7.3,7.3,0.1131370849898477,7.22,7.38
MA-7185-I-7,RIO ITAPECURU,4.0,OXIGENIO_DISSOLVIDO,2,7.595,7.595,0.8273149339882605,7.01,8.18
MA-7185-I-7,RIO ITAPECURU,6.0,OXIGENIO_DISSOLVIDO,2,7.755000000000001,7.755000000000001,0.2050609665440991,7.61,7.9
MA-7185-I-7,RIO ITAPECURU,7.0,OXIGENIO_DISSOLVIDO,2,6.88,6.88,0.2262741699796954,6.72,7.04
MA-7185-I-7,RIO ITAPECURU,8.0,OXIGENIO_DISSOLVIDO,2,8.075000000000001,8.075000000000001,0.5444722215136423,7.69,8.46
MA-7185-I-7,RIO ITAPECURU,9.0,OXIGENIO_DISSOLVIDO,1,7.52,7.52,,7.52,7.52
MA-7185-I-7,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,2,7.875,7.875,0.8131727983645289,7.3,8.45
MA-7185-I-8,RIO ITAPECURU,5.0,OXIGENIO_DISSOLVIDO,2,7.17,7.17,0.0,7.17,7.17
MA-7185-I-8,RIO ITAPECURU,6.0,OXIGENIO_DISSOLVIDO,2,7.215,7.215,0.06363961030678918,7.17,7.26
MA-7185-I-8,RIO ITAPECURU,7.0,OXIGENIO_DISSOLVIDO,2,6.425,6.425,0.5303300858899106,6.05,6.8
MA-7185-I-8,RIO ITAPECURU,8.0,OXIGENIO_DISSOLVIDO,1,8.24,8.24,,8.24,8.24
MA-7185-I-8,RIO ITAPECURU,9.0,OXIGENIO_DISSOLVIDO,2,7.375,7.375,0.06363961030678918,7.33,7.42
MA-7185-I-8,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,2,7.54,7.54,0.5798275605729691,7.13,7.95
MA-7185-I-9,RIO ITAPECURU,5.0,OXIGENIO_DISSOLVIDO,2,7.765000000000001,7.765000000000001,0.7707463914933377,7.22,8.31
MA-7185-I-9,RIO ITAPECURU,6.0,OXIGENIO_DISSOLVIDO,2,7.49,7.49,0.1979898987322338,7.35,7.63
MA-7187-I-1,RIO ITAPECURU,,OXIGENIO_DISSOLVIDO,2,7.635,7.635,0.5444722215136413,7.25,8.02
MA-7187-I-11,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,1,7.46,7.46,,7.46,7.46
MA-7187-I-2,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,1,7.54,7.54,,7.54,7.54
MA-7187-I-4,RIO ALPERCATAS,10.0,OXIGENIO_DISSOLVIDO,1,7.5,7.5,,7.5,7.5
MA-7187-I-4,RIO ITAPECURU,,OXIGENIO_DISSOLVIDO,2,7.805,7.805,0.4737615433949877,7.47,8.14
MA-7189-I-4,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,1,7.35,7.35,,7.35,7.35
MA-7191-IE-4,RIO ITAPECURU,1.0,OXIGENIO_DISSOLVIDO,1,6.93,6.93,,6.93,6.93
MA-7191-IE-4,RIO ITAPECURU,2.0,OXIGENIO_DISSOLVIDO,2,6.33,6.33,0.9050966799187804,5.69,6.97
MA-7191-IE-4,RIO ITAPECURU,3.0,OXIGENIO_DISSOLVIDO,2,5.97,5.97,0.16970562748477155,5.85,6.09
MA-7191-IE-4,RIO ITAPECURU,4.0,OXIGENIO_DISSOLVIDO,2,6.58,6.58,1.315218613006978,5.65,7.51
MA-7191-IE-4,RIO ITAPECURU,5.0,OXIGENIO_DISSOLVIDO,2,7.005,7.005,0.12020815280171303,6.92,7.09
MA-7191-IE-4,RIO ITAPECURU,6.0,OXIGENIO_DISSOLVIDO,1,5.04,5.04,,5.04,5.04
MA-7191-IE-4,RIO ITAPECURU,7.0,OXIGENIO_DISSOLVIDO,2,6.45,6.45,1.1313708498984758,5.65,7.25
MA-7191-IE-4,RIO ITAPECURU,8.0,OXIGENIO_DISSOLVIDO,2,8.04,8.04,0.9050966799187811,7.4,8.68
MA-7191-IE-4,RIO ITAPECURU,9.0,OXIGENIO_DISSOLVIDO,2,7.875,7.875,0.5727564927611035,7.47,8.28
MA-7191-IE-4,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,2,6.5,6.5,1.5839191898578666,5.38,7.62
MA-7191-IE-4,RIO ITAPECURU,,OXIGENIO_DISSOLVIDO,2,6.98,6.98,1.810193359837561,5.7,8.26
MA-7199-I-1,RIO ITAPECURU,10.0,OXIGENIO_DISSOLVIDO,1,7.41,7.41,,7.41,7.41
MA-7164-I-19,RIO ITAPECURU,1.0,COND_ELETRICA_ESPECIFICA,1,79.0,79.0,,79.0,79.0
MA-7164-I-19,RIO ITAPECURU,2.0,COND_ELETRICA_ESPECIFICA,2,76.0,76.0,25.31442276647841,58.1,93.9
MA-7164-I-19,RIO ITAPECURU,3.0,COND_ELETRICA_ESPECIFICA,2,77.25,77.25,10.39446968344224,69.9,84.6
MA-7164-I-19,RIO ITAPECURU,4.0,COND_ELETRICA_ESPECIFICA,2,95.4,95.4,35.77960312803931,70.1,120.7
MA-7164-I-19,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,1,63.5,63.5,,63.5,63.5
MA-7164-I-19,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,106.55,106.55,31.04198769408944,84.6,128.5
MA-7164-I-19,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,2,34.15,34.15,47.87112908632927,0.3,68.0
MA-7164-I-19,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,80.9,80.9,23.758787847868007,64.1,97.7
MA-7164-I-19,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,91.4,91.4,12.445079348883247,82.6,100.2
MA-7164-I-19,RIO ITAPECURU,,COND_ELETRICA_ESPECIFICA,2,83.3,83.3,5.232590180780456,79.6,87.0
MA-7181-I-1,RIO ITAPECURU,1.0,COND_ELETRICA_ESPECIFICA,1,49.7,49.7,,49.7,49.7
MA-7181-I-1,RIO ITAPECURU,2.0,COND_ELETRICA_ESPECIFICA,2,78.55,78.55,34.15325753131025,54.4,102.7
MA-7181-I-1,RIO ITAPECURU,3.0,COND_ELETRICA_ESPECIFICA,2,78.9,78.9,12.162236636408615,70.3,87.5
MA-7181-I-1,RIO ITAPECURU,4.0,COND_ELETRICA_ESPECIFICA,2,92.8,92.8,28.708535316173826,72.5,113.1
MA-7181-I-1,RIO ITAPECURU,5.0,COND_ELETRICA_ESPECIFICA,2,65.65,65.65,2.616295090390233,63.8,67.5
MA-7181-I-1,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,1,57.9,57.9,,57.9,57.9
MA-7181-I-1,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,82.69999999999999,82.69999999999999,14.283556979968267,72.6,92.8
MA-7181-I-1,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,2,34.8,34.8,48.79036790187178,0.3,69.3
MA-7181-I-1,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,84.3,84.3,26.16295090390226,65.8,102.8
MA-7181-I-1,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,89.75,89.75,9.687362902255693,82.9,96.6
MA-7181-I-1,RIO ITAPECURU,,COND_ELETRICA_ESPECIFICA,2,84.8,84.8,3.111269837220813,82.6,87.0
MA-7181-I-2,RIO ITAPECURU,1.0,COND_ELETRICA_ESPECIFICA,1,50.9,50.9,,50.9,50.9
MA-7181-I-2,RIO ITAPECURU,2.0,COND_ELETRICA_ESPECIFICA,2,102.1,102.1,4.5254833995938935,98.9,105.3
MA-7181-I-2,RIO ITAPECURU,3.0,COND_ELETRICA_ESPECIFICA,2,64.7,64.7,12.869343417595164,55.6,73.8
MA-7181-I-2,RIO ITAPECURU,4.0,COND_ELETRICA_ESPECIFICA,2,91.45,91.45,25.809397513308983,73.2,109.7
MA-7181-I-2,RIO ITAPECURU,5.0,COND_ELETRICA_ESPECIFICA,2,66.55,66.55,3.4648232278140867,64.1,69.0
MA-7181-I-2,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,1,57.2,57.2,,57.2,57.2
MA-7181-I-2,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,80.05,80.05,15.90990257669732,68.8,91.3
MA-7181-I-2,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,2,35.400000000000006,35.400000000000006,49.49747468305833,0.4,70.4
MA-7181-I-2,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,87.35,87.35,23.546655813512025,70.7,104.0
MA-7181-I-2,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,90.95,90.95,0.6363961030678968,90.5,91.4
MA-7181-I-2,RIO ITAPECURU,,COND_ELETRICA_ESPECIFICA,2,73.30000000000001,73.30000000000001,12.869343417595163,64.2,82.4
MA-7181-I-3,RIO ITAPECURU,1.0,COND_ELETRICA_ESPECIFICA,1,49.4,49.4,,49.4,49.4
MA-7181-I-3,RIO ITAPECURU,2.0,COND_ELETRICA_ESPECIFICA,2,75.15,75.15,27.93071785686863,55.4,94.9
MA-7181-I-3,RIO ITAPECURU,3.0,COND_ELETRICA_ESPECIFICA,2,77.05000000000001,77.05000000000001,6.15182899632296,72.7,81.4
MA-7181-I-3,RIO ITAPECURU,4.0,COND_ELETRICA_ESPECIFICA,2,95.80000000000001,95.80000000000001,33.799704140716976,71.9,119.7
MA-7181-I-3,RIO ITAPECURU,5.0,COND_ELETRICA_ESPECIFICA,2,63.7,63.7,2.969848480983499,61.6,65.8
MA-7181-I-3,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,1,62.4,62.4,,62.4,62.4
MA-7181-I-3,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,88.55000000000001,88.55000000000001,12.515790027001888,79.7,97.4
MA-7181-I-3,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,2,33.9,33.9,47.51757569573599,0.3,67.5
MA-7181-I-3,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,82.4,82.4,26.02152954766495,64.0,100.8
MA-7181-I-3,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,92.35,92.35,14.071424945612284,82.4,102.3
MA-7181-I-3,RIO ITAPECURU,,COND_ELETRICA_ESPECIFICA,2,76.35,76.35,5.444722215136423,72.5,80.2
MA-7181-I-4,RIO ITAPECURU,4.0,COND_ELETRICA_ESPECIFICA,2,88.1,88.1,26.304372260139576,69.5,106.7
MA-7181-I-4,RIO ITAPECURU,5.0,COND_ELETRICA_ESPECIFICA,2,73.05,73.05,6.010407640085654,68.8,77.3
MA-7181-I-4,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,1,58.3,58.3,,58.3,58.3
MA-7181-I-4,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,80.4,80.4,9.050966799187801,74.0,86.8
MA-7181-I-4,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,2,35.8,35.8,49.2146319705837,1.0,70.6
MA-7181-I-4,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,87.855,87.855,22.40821389580169,72.01,103.7
MA-7181-I-4,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,83.25,83.25,0.6363961030678968,82.8,83.7
MA-7181-I-4,RIO ITAPECURU,,COND_ELETRICA_ESPECIFICA,2,59.400000000000006,59.400000000000006,3.252691193458122,57.1,61.7
MA-7182-I-2,RIO PERITORO,4.0,COND_ELETRICA_ESPECIFICA,2,317.85,317.85,227.90051557642425,156.7,479.0
MA-7182-I-2,RIO PERITORO,5.0,COND_ELETRICA_ESPECIFICA,2,389.85,389.85,1.7677669529663689,388.6,391.1
MA-7182-I-2,RIO PERITORO,6.0,COND_ELETRICA_ESPECIFICA,2,212.39999999999998,212.39999999999998,14.424978336205584,202.2,222.6
MA-7182-I-2,RIO PERITORO,7.0,COND_ELETRICA_ESPECIFICA,2,96.45,96.45,28.637824638055175,76.2,116.7
MA-7182-I-2,RIO PERITORO,8.0,COND_ELETRICA_ESPECIFICA,2,249.65,249.65,280.08499602799145,51.6,447.7
MA-7182-I-2,RIO PERITORO,9.0,COND_ELETRICA_ESPECIFICA,2,500.75,500.75,339.7648083601361,260.5,741.0
MA-7182-I-2,RIO PERITORO,10.0,COND_ELETRICA_ESPECIFICA,2,403.85,403.85,169.91775951912734,283.7,524.0
MA-7182-I-2,RIO PERITORO,,COND_ELETRICA_ESPECIFICA,1,98.4,98.4,,98.4,98.4
MA-7182-I-3,RIO PERITORO,4.0,COND_ELETRICA_ESPECIFICA,2,315.95000000000005,315.95000000000005,220.12234098337223,160.3,471.6
MA-7182-I-3,RIO PERITORO,5.0,COND_ELETRICA_ESPECIFICA,1,419.8,419.8,,419.8,419.8
MA-7182-I-3,RIO PERITORO,6.0,COND_ELETRICA_ESPECIFICA,2,260.3,260.3,47.800418408210625,226.5,294.1
MA-7182-I-3,RIO PERITORO,7.0,COND_ELETRICA_ESPECIFICA,2,65.675,65.675,81.63547788798692,7.95,123.4
MA-7182-I-3,RIO PERITORO,8.0,COND_ELETRICA_ESPECIFICA,2,265.25,265.25,253.4977810553773,86.0,444.5
MA-7182-I-3,RIO PERITORO,9.0,COND_ELETRICA_ESPECIFICA,2,520.65,520.65,334.249375466881,284.3,757.0
MA-7182-I-3,RIO PERITORO,10.0,COND_ELETRICA_ESPECIFICA,2,425.55,425.55,136.400898090885,329.1,522.0
MA-7182-I-3,RIO PERITORO,,COND_ELETRICA_ESPECIFICA,1,100.5,100.5,,100.5,100.5
MA-7183-I-3,RIO ITAPECURU,3.0,COND_ELETRICA_ESPECIFICA,2,43.099999999999994,43.099999999999994,11.737972567696692,34.8,51.4
MA-7183-I-3,RIO ITAPECURU,4.0,COND_ELETRICA_ESPECIFICA,2,98.44999999999999,98.44999999999999,41.50716805565034,69.1,127.8
MA-7183-I-3,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,2,88.6,88.6,33.658282784479674,64.8,112.4
MA-7183-I-3,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,91.65,91.65,27.506453788156687,72.2,111.1
MA-7183-I-3,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,2,93.05,93.05,14.919953083036148,82.5,103.6
MA-7183-I-3,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,98.35,98.35,43.487067042972676,67.6,129.1
MA-7183-I-3,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,91.2,91.2,13.010764773832479,82.0,100.4
MA-7183-I-4,RIO ITAPECURU,3.0,COND_ELETRICA_ESPECIFICA,2,61.95,61.95,12.657211383239204,53.0,70.9
MA-7183-I-4,RIO ITAPECURU,4.0,COND_ELETRICA_ESPECIFICA,2,100.85,100.85,41.93143212436226,71.2,130.5
MA-7183-I-4,RIO ITAPECURU,5.0,COND_ELETRICA_ESPECIFICA,2,64.3,64.3,1.6970562748477156,63.1,65.5
MA-7183-I-4,RIO ITAPECURU,6.0,COND_ELETRICA_ESPECIFICA,2,90.9,90.9,35.07249634685276,66.1,115.7
MA-7183-I-4,RIO ITAPECURU,7.0,COND_ELETRICA_ESPECIFICA,2,92.8,92.8,23.758787847867993,76.0,109.6
MA-7183-I-4,RIO ITAPECURU,8.0,COND_ELETRICA_ESPECIFICA,2,99.94999999999999,99.94999999999999,24.96086937588513,82.3,117.6
MA-7183-I-4,RIO ITAPECURU,9.0,COND_ELETRICA_ESPECIFICA,2,98.75,98.75,38.11305550595492,71.8,125.7
MA-7183-I-4,RIO ITAPECURU,10.0,COND_ELETRICA_ESPECIFICA,2,91.1,91.1,8.48528137423857,85.1,97.1
