RNQA,CORPODAGUA,PERIODO,PARAMETRO,N_VALIDO,MEDIA,MEDIANA,DESVIO_PADRAO,MINIMO,MAXIMO
MA-7185-I-5,RIO PIRAPEMAS,3.0,TURBIDEZ,2,53.925,53.925,73.3623285481043,2.05,105.8
MA-7185-I-5,RIO PIRAPEMAS,4.0,TURBIDEZ,2,6.165,6.165,0.40305086527633227,5.88,6.45
MA-7185-I-5,RIO PIRAPEMAS,5.0,TURBIDEZ,2,8.93,8.93,5.685138520739842,4.91,12.95
MA-7185-I-5,RIO PIRAPEMAS,6.0,TURBIDEZ,2,7.17,7.17,1.5980613254815976,6.04,8.3
MA-7185-I-5,RIO PIRAPEMAS,7.0,TURBIDEZ,2,18.095,18.095,19.919198026025047,4.01,32.18
MA-7185-I-5,RIO PIRAPEMAS,8.0,TURBIDEZ,2,37.81,37.81,22.78298048983056,21.7,53.92
MA-7185-I-5,RIO PIRAPEMAS,9.0,TURBIDEZ,2,28.945,28.945,16.07253713637023,17.58,40.31
MA-7185-I-5,RIO PIRAPEMAS,10.0,TURBIDEZ,2,31.53,31.53,30.49044440476393,9.97,53.09
MA-7185-I-6,RIO ITAPECURU,7.0,TURBIDEZ,2,27.964999999999996,27.964999999999996,6.484169183480638,23.38,32.55
MA-7185-I-6,RIO ITAPECURU,8.0,TURBIDEZ,1,39.3,39.3,,39.3,39.3
MA-7185-I-6,RIO ITAPECURU,9.0,TURBIDEZ,2,26.555,26.555,3.910300499961609,23.79,29.32
MA-7185-I-6,RIO ITAPECURU,10.0,TURBIDEZ,2,36.055,36.055,4.27799602617861,33.03,39.08
MA-7185-I-7,RIO ITAPECURU,3.0,TURBIDEZ,2,40.129999999999995,40.129999999999995,21.595041097437164,24.86,55.4
MA-7185-I-7,RIO ITAPECURU,4.0,TURBIDEZ,2,34.98,34.98,20.647518010647186,20.38,49.58
MA-7185-I-7,RIO ITAPECURU,6.0,TURBIDEZ,2,35.58,35.58,3.676955262170049,32.98,38.18
MA-7185-I-7,RIO ITAPECURU,7.0,TURBIDEZ,2,45.265,45.265,10.47225142937277,37.86,52.67
MA-7185-I-7,RIO ITAPECURU,8.0,TURBIDEZ,2,60.67,60.67,42.38398046432166,30.7,90.64
MA-7185-I-7,RIO ITAPECURU,9.0,TURBIDEZ,1,25.1,25.1,,25.1,25.1
MA-7185-I-7,RIO ITAPECURU,10.0,TURBIDEZ,2,37.145,37.145,14.219917369661474,27.09,47.2
MA-7185-I-8,RIO ITAPECURU,5.0,TURBIDEZ,2,20.53,20.53,0.0,20.53,20.53
MA-7185-I-8,RIO ITAPECURU,6.0,TURBIDEZ,2,23.31,23.31,0.0,23.31,23.31
MA-7185-I-8,RIO ITAPECURU,7.0,TURBIDEZ,2,36.980000000000004,36.980000000000004,7.028641404994288,32.01,41.95
MA-7185-I-8,RIO ITAPECURU,8.0,TURBIDEZ,1,30.3,30.3,,30.3,30.3
MA-7185-I-8,RIO ITAPECURU,9.0,TURBIDEZ,2,75.855,75.855,68.48329175791713,27.43,124.28
MA-7185-I-8,RIO ITAPECURU,10.0,TURBIDEZ,2,32.785,32.785,15.30886181268875,21.96,43.61
MA-7185-I-9,RIO ITAPECURU,5.0,TURBIDEZ,2,37.455,37.455,14.630039302749667,27.11,47.8
MA-7185-I-9,RIO ITAPECURU,6.0,TURBIDEZ,2,36.395,36.395,17.104913036902587,24.3,48.49
MA-7187-I-1,RIO ITAPECURU,,TURBIDEZ,2,40.24,40.24,40.44650788387052,11.64,68.84
MA-7187-I-11,RIO ITAPECURU,10.0,TURBIDEZ,1,14.87,14.87,,14.87,14.87
MA-7187-I-2,RIO ITAPECURU,10.0,TURBIDEZ,1,25.65,25.65,,25.65,25.65
MA-7187-I-4,RIO ALPERCATAS,10.0,TURBIDEZ,1,8.27,8.27,,8.27,8.27
MA-7187-I-4,RIO ITAPECURU,,TURBIDEZ,2,5.075,5.075,2.2415284963613558,3.49,6.66
MA-7189-I-4,RIO ITAPECURU,10.0,TURBIDEZ,1,19.92,19.92,,19.92,19.92
MA-7191-IE-4,RIO ITAPECURU,1.0,TURBIDEZ,1,349.29,349.29,,349.29,349.29
MA-7191-IE-4,RIO ITAPECURU,2.0,TURBIDEZ,2,38.205,38.205,4.108290398693843,35.3,41.11
MA-7191-IE-4,RIO ITAPECURU,3.0,TURBIDEZ,2,127.215,127.215,50.6076323295212,91.43,163.0
MA-7191-IE-4,RIO ITAPECURU,4.0,TURBIDEZ,2,48.900000000000006,48.900000000000006,48.79036790187178,14.4,83.4
MA-7191-IE-4,RIO ITAPECURU,5.0,TURBIDEZ,2,108.25,108.25,58.61915216036479,66.8,149.7
MA-7191-IE-4,RIO ITAPECURU,6.0,TURBIDEZ,1,26.7,26.7,,26.7,26.7
MA-7191-IE-4,RIO ITAPECURU,7.0,TURBIDEZ,2,77.75,77.75,49.70960671741429,42.6,112.9
MA-7191-IE-4,RIO ITAPECURU,8.0,TURBIDEZ,2,145.05,145.05,136.5423194471223,48.5,241.6
MA-7191-IE-4,RIO ITAPECURU,9.0,TURBIDEZ,2,57.785,57.785,54.708851660403184,19.1,96.47
MA-7191-IE-4,RIO ITAPECURU,10.0,TURBIDEZ,2,66.66999999999999,66.66999999999999,1.1596551211459434,65.85,67.49
MA-7191-IE-4,RIO ITAPECURU,,TURBIDEZ,2,134.14499999999998,134.14499999999998,107.91156587687901,57.84,210.45
MA-7199-I-1,RIO ITAPECURU,10.0,TURBIDEZ,1,17.25,17.25,,17.25,17.25
MA-7164-I-19,RIO ITAPECURU,1.0,SALINIDADE,1,0.03,0.03,,0.03,0.03
MA-7164-I-19,RIO ITAPECURU,2.0,SALINIDADE,2,0.03,0.03,0.014142135623730952,0.02,0.04
MA-7164-I-19,RIO ITAPECURU,3.0,SALINIDADE,2,0.035,0.035,0.007071067811865474,0.03,0.04
MA-7164-I-19,RIO ITAPECURU,4.0,SALINIDADE,2,0.045,0.045,0.021213203435596427,0.03,0.06
MA-7164-I-19,RIO ITAPECURU,6.0,SALINIDADE,1,0.03,0.03,,0.03,0.03
MA-7164-I-19,RIO ITAPECURU,7.0,SALINIDADE,2,0.045,0.045,0.007071067811865479,0.04,0.05
MA-7164-I-19,RIO ITAPECURU,8.0,SALINIDADE,2,0.015,0.015,0.021213203435596427,0.0,0.03
MA-7164-I-19,RIO ITAPECURU,9.0,SALINIDADE,2,0.035,0.035,0.007071067811865479,0.03,0.04
MA-7164-I-19,RIO ITAPECURU,10.0,SALINIDADE,2,0.045,0.045,0.007071067811865474,0.04,0.05
MA-7181-I-1,RIO ITAPECURU,1.0,SALINIDADE,1,0.03,0.03,,0.03,0.03
MA-7181-I-1,RIO ITAPECURU,2.0,SALINIDADE,2,0.03,0.03,0.014142135623730952,0.02,0.04
MA-7181-I-1,RIO ITAPECURU,3.0,SALINIDADE,2,0.035,0.035,0.007071067811865474,0.03,0.04
MA-7181-I-1,RIO ITAPECURU,4.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7181-I-1,RIO ITAPECURU,5.0,SALINIDADE,2,0.03,0.03,0.0,0.03,0.03
MA-7181-I-1,RIO ITAPECURU,6.0,SALINIDADE,1,0.03,0.03,,0.03,0.03
MA-7181-I-1,RIO ITAPECURU,7.0,SALINIDADE,2,0.035,0.035,0.007071067811865474,0.03,0.04
MA-7181-I-1,RIO ITAPECURU,8.0,SALINIDADE,2,0.015,0.015,0.021213203435596427,0.0,0.03
MA-7181-I-1,RIO ITAPECURU,9.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7181-I-1,RIO ITAPECURU,10.0,SALINIDADE,2,0.04,0.04,0.0,0.04,0.04
MA-7181-I-2,RIO ITAPECURU,1.0,SALINIDADE,1,0.02,0.02,,0.02,0.02
MA-7181-I-2,RIO ITAPECURU,2.0,SALINIDADE,2,0.04,0.04,0.0,0.04,0.04
MA-7181-I-2,RIO ITAPECURU,3.0,SALINIDADE,2,0.025,0.025,0.007071067811865475,0.02,0.03
MA-7181-I-2,RIO ITAPECURU,4.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7181-I-2,RIO ITAPECURU,5.0,SALINIDADE,2,0.03,0.03,0.0,0.03,0.03
MA-7181-I-2,RIO ITAPECURU,6.0,SALINIDADE,1,0.03,0.03,,0.03,0.03
MA-7181-I-2,RIO ITAPECURU,7.0,SALINIDADE,2,0.035,0.035,0.007071067811865474,0.03,0.04
MA-7181-I-2,RIO ITAPECURU,8.0,SALINIDADE,2,0.015,0.015,0.021213203435596427,0.0,0.03
MA-7181-I-2,RIO ITAPECURU,9.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7181-I-2,RIO ITAPECURU,10.0,SALINIDADE,2,0.04,0.04,0.0,0.04,0.04
MA-7181-I-3,RIO ITAPECURU,1.0,SALINIDADE,1,0.02,0.02,,0.02,0.02
MA-7181-I-3,RIO ITAPECURU,2.0,SALINIDADE,2,0.03,0.03,0.014142135623730952,0.02,0.04
MA-7181-I-3,RIO ITAPECURU,3.0,SALINIDADE,2,0.035,0.035,0.007071067811865474,0.03,0.04
MA-7181-I-3,RIO ITAPECURU,4.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7181-I-3,RIO ITAPECURU,5.0,SALINIDADE,2,0.03,0.03,0.0,0.03,0.03
MA-7181-I-3,RIO ITAPECURU,6.0,SALINIDADE,1,0.03,0.03,,0.03,0.03
MA-7181-I-3,RIO ITAPECURU,7.0,SALINIDADE,2,0.04,0.04,0.0,0.04,0.04
MA-7181-I-3,RIO ITAPECURU,8.0,SALINIDADE,2,0.015,0.015,0.021213203435596427,0.0,0.03
MA-7181-I-3,RIO ITAPECURU,9.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7181-I-3,RIO ITAPECURU,10.0,SALINIDADE,2,0.045,0.045,0.007071067811865474,0.04,0.05
MA-7181-I-4,RIO ITAPECURU,4.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7181-I-4,RIO ITAPECURU,5.0,SALINIDADE,2,0.03,0.03,0.0,0.03,0.03
MA-7181-I-4,RIO ITAPECURU,6.0,SALINIDADE,1,0.03,0.03,,0.03,0.03
MA-7181-I-4,RIO ITAPECURU,7.0,SALINIDADE,2,0.035,0.035,0.007071067811865474,0.03,0.04
MA-7181-I-4,RIO ITAPECURU,8.0,SALINIDADE,2,0.015,0.015,0.021213203435596427,0.0,0.03
MA-7181-I-4,RIO ITAPECURU,9.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7181-I-4,RIO ITAPECURU,10.0,SALINIDADE,2,0.04,0.04,0.0,0.04,0.04
MA-7182-I-2,RIO PERITORO,4.0,SALINIDADE,2,0.15000000000000002,0.15000000000000002,0.1131370849898476,0.07,0.23
MA-7182-I-2,RIO PERITORO,5.0,SALINIDADE,2,0.18,0.18,0.0,0.18,0.18
MA-7182-I-2,RIO PERITORO,6.0,SALINIDADE,2,0.095,0.095,0.007071067811865481,0.09,0.1
MA-7182-I-2,RIO PERITORO,7.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7182-I-2,RIO PERITORO,8.0,SALINIDADE,2,0.11499999999999999,0.11499999999999999,0.13435028842544403,0.02,0.21
MA-7182-I-2,RIO PERITORO,9.0,SALINIDADE,2,0.24,0.24,0.16970562748477142,0.12,0.36
MA-7182-I-2,RIO PERITORO,10.0,SALINIDADE,2,0.19,0.19,0.08485281374238571,0.13,0.25
MA-7182-I-3,RIO PERITORO,4.0,SALINIDADE,2,0.14500000000000002,0.14500000000000002,0.10606601717798211,0.07,0.22
MA-7182-I-3,RIO PERITORO,5.0,SALINIDADE,1,0.2,0.2,,0.2,0.2
MA-7182-I-3,RIO PERITORO,6.0,SALINIDADE,2,0.125,0.125,0.02121320343559643,0.11,0.14
MA-7182-I-3,RIO PERITORO,7.0,SALINIDADE,2,0.05,0.05,0.01414213562373095,0.04,0.06
MA-7182-I-3,RIO PERITORO,8.0,SALINIDADE,2,0.125,0.125,0.12020815280171307,0.04,0.21
MA-7182-I-3,RIO PERITORO,9.0,SALINIDADE,2,0.25,0.25,0.16970562748477142,0.13,0.37
MA-7182-I-3,RIO PERITORO,10.0,SALINIDADE,2,0.20500000000000002,0.20500000000000002,0.06363961030678926,0.16,0.25
MA-7183-I-3,RIO ITAPECURU,3.0,SALINIDADE,2,0.015,0.015,0.007071067811865476,0.01,0.02
MA-7183-I-3,RIO ITAPECURU,4.0,SALINIDADE,2,0.045,0.045,0.021213203435596427,0.03,0.06
MA-7183-I-3,RIO ITAPECURU,6.0,SALINIDADE,2,0.025,0.025,0.007071067811865475,0.02,0.03
MA-7183-I-3,RIO ITAPECURU,7.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7183-I-3,RIO ITAPECURU,8.0,SALINIDADE,2,0.045,0.045,0.007071067811865479,0.04,0.05
MA-7183-I-3,RIO ITAPECURU,9.0,SALINIDADE,2,0.045,0.045,0.021213203435596427,0.03,0.06
MA-7183-I-3,RIO ITAPECURU,10.0,SALINIDADE,2,0.045,0.045,0.007071067811865474,0.04,0.05
MA-7183-I-4,RIO ITAPECURU,3.0,SALINIDADE,2,0.025,0.025,0.007071067811865475,0.02,0.03
MA-7183-I-4,RIO ITAPECURU,4.0,SALINIDADE,2,0.045,0.045,0.021213203435596427,0.03,0.06
MA-7183-I-4,RIO ITAPECURU,5.0,SALINIDADE,2,0.03,0.03,0.0,0.03,0.03
MA-7183-I-4,RIO ITAPECURU,6.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7183-I-4,RIO ITAPECURU,7.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7183-I-4,RIO ITAPECURU,8.0,SALINIDADE,2,0.045,0.045,0.007071067811865479,0.04,0.05
MA-7183-I-4,RIO ITAPECURU,9.0,SALINIDADE,2,0.045,0.045,0.021213203435596427,0.03,0.06
MA-7183-I-4,RIO ITAPECURU,10.0,SALINIDADE,2,0.04,0.04,0.0,0.04,0.04
MA-7184-I-1,RIO CODOZINHO,7.0,SALINIDADE,2,0.095,0.095,0.06363961030678929,0.05,0.14
MA-7184-I-1,RIO CODOZINHO,8.0,SALINIDADE,2,0.115,0.115,0.06363961030678927,0.07,0.16
MA-7184-I-1,RIO CODOZINHO,9.0,SALINIDADE,1,0.14,0.14,,0.14,0.14
MA-7184-I-1,RIO CODOZINHO,10.0,SALINIDADE,1,0.1,0.1,,0.1,0.1
MA-7185-I-1,RIACHO PERITORO,3.0,SALINIDADE,1,0.12,0.12,,0.12,0.12
MA-7185-I-1,RIACHO PERITORO,4.0,SALINIDADE,2,0.07,0.07,0.014142135623730947,0.06,0.08
MA-7185-I-1,RIACHO PERITORO,6.0,SALINIDADE,2,0.07,0.07,0.014142135623730947,0.06,0.08
MA-7185-I-1,RIACHO PERITORO,7.0,SALINIDADE,2,0.055,0.055,0.03535533905932738,0.03,0.08
MA-7185-I-1,RIACHO PERITORO,8.0,SALINIDADE,2,0.07,0.07,0.042426406871192854,0.04,0.1
MA-7185-I-1,RIACHO PERITORO,9.0,SALINIDADE,2,0.13,0.13,0.08485281374238571,0.07,0.19
MA-7185-I-1,RIACHO PERITORO,10.0,SALINIDADE,2,0.095,0.095,0.03535533905932737,0.07,0.12
MA-7185-I-10,RIO ITAPECURU,3.0,SALINIDADE,2,0.02,0.02,0.0,0.02,0.02
MA-7185-I-10,RIO ITAPECURU,4.0,SALINIDADE,2,0.03,0.03,0.01414213562373095,0.02,0.04
MA-7185-I-10,RIO ITAPECURU,6.0,SALINIDADE,2,0.025,0.025,0.007071067811865473,0.02,0.03
MA-7185-I-10,RIO ITAPECURU,7.0,SALINIDADE,2,0.035,0.035,0.007071067811865474,0.03,0.04
MA-7185-I-10,RIO ITAPECURU,8.0,SALINIDADE,2,0.03,0.03,0.014142135623730952,0.02,0.04
MA-7185-I-10,RIO ITAPECURU,9.0,SALINIDADE,2,0.03,0.03,0.01414213562373095,0.02,0.04
MA-7185-I-10,RIO ITAPECURU,10.0,SALINIDADE,2,0.03,0.03,0.0,0.03,0.03
MA-7185-I-11,RIO ITAPECURU,3.0,SALINIDADE,2,0.015,0.015,0.007071067811865475,0.01,0.02
MA-7185-I-11,RIO ITAPECURU,4.0,SALINIDADE,2,0.03,0.03,0.01414213562373095,0.02,0.04
MA-7185-I-11,RIO ITAPECURU,5.0,SALINIDADE,2,0.02,0.02,0.0,0.02,0.02
MA-7185-I-11,RIO ITAPECURU,6.0,SALINIDADE,2,0.025,0.025,0.007071067811865473,0.02,0.03
MA-7185-I-11,RIO ITAPECURU,7.0,SALINIDADE,2,0.045,0.045,0.021213203435596427,0.03,0.06
MA-7185-I-11,RIO ITAPECURU,8.0,SALINIDADE,2,0.03,0.03,0.014142135623730952,0.02,0.04
MA-7185-I-11,RIO ITAPECURU,9.0,SALINIDADE,2,0.03,0.03,0.01414213562373095,0.02,0.04
MA-7185-I-11,RIO ITAPECURU,10.0,SALINIDADE,2,0.03,0.03,0.0,0.03,0.03
MA-7185-I-12,RIO ITAPECURU,3.0,SALINIDADE,2,0.01,0.01,0.0,0.01,0.01
MA-7185-I-12,RIO ITAPECURU,4.0,SALINIDADE,2,0.02,0.02,0.01414213562373095,0.01,0.03
MA-7185-I-12,RIO ITAPECURU,5.0,SALINIDADE,2,0.01,0.01,0.0,0.01,0.01
MA-7185-I-12,RIO ITAPECURU,6.0,SALINIDADE,2,0.02,0.02,0.01414213562373095,0.01,0.03
MA-7185-I-12,RIO ITAPECURU,7.0,SALINIDADE,2,0.045,0.045,0.021213203435596427,0.03,0.06
MA-7185-I-12,RIO ITAPECURU,8.0,SALINIDADE,2,0.03,0.03,0.014142135623730952,0.02,0.04
MA-7185-I-12,RIO ITAPECURU,9.0,SALINIDADE,2,0.02,0.02,0.01414213562373095,0.01,0.03
MA-7185-I-12,RIO ITAPECURU,10.0,SALINIDADE,2,0.025,0.025,0.007071067811865475,0.02,0.03
MA-7185-I-3,RIO TAPUIO,2.0,SALINIDADE,2,0.032,0.032,0.03959797974644666,0.004,0.06
MA-7185-I-3,RIO TAPUIO,3.0,SALINIDADE,2,0.085,0.085,0.07778174593052024,0.03,0.14
MA-7185-I-3,RIO TAPUIO,4.0,SALINIDADE,2,0.07500000000000001,0.07500000000000001,0.035355339059327376,0.05,0.1
MA-7185-I-3,RIO TAPUIO,5.0,SALINIDADE,2,0.21000000000000002,0.21000000000000002,0.028284271247461894,0.19,0.23
MA-7185-I-3,RIO TAPUIO,6.0,SALINIDADE,2,0.065,0.065,0.007071067811865481,0.06,0.07
MA-7185-I-3,RIO TAPUIO,7.0,SALINIDADE,1,0.09,0.09,,0.09,0.09
MA-7185-I-3,RIO TAPUIO,8.0,SALINIDADE,1,0.09,0.09,,0.09,0.09
MA-7185-I-3,RIO TAPUIO,9.0,SALINIDADE,2,0.095,0.095,0.04949747468305833,0.06,0.13
MA-7185-I-3,RIO TAPUIO,10.0,SALINIDADE,2,0.13,0.13,0.0,0.13,0.13
MA-7185-I-5,RIO PIRAPEMAS,3.0,SALINIDADE,2,0.125,0.125,0.10606601717798214,0.05,0.2
MA-7185-I-5,RIO PIRAPEMAS,4.0,SALINIDADE,2,0.060000000000000005,0.060000000000000005,0.014142135623730954,0.05,0.07
MA-7185-I-5,RIO PIRAPEMAS,5.0,SALINIDADE,2,0.08499999999999999,0.08499999999999999,0.007071067811865477,0.08,0.09
MA-7185-I-5,RIO PIRAPEMAS,6.0,SALINIDADE,2,0.07,0.07,0.0282842712474619,0.05,0.09
MA-7185-I-5,RIO PIRAPEMAS,7.0,SALINIDADE,2,0.06,0.06,0.042426406871192854,0.03,0.09
MA-7185-I-5,RIO PIRAPEMAS,8.0,SALINIDADE,2,0.09,0.09,0.014142135623730958,0.08,0.1
MA-7185-I-5,RIO PIRAPEMAS,9.0,SALINIDADE,2,0.11,0.11,0.07071067811865477,0.06,0.16
MA-7185-I-5,RIO PIRAPEMAS,10.0,SALINIDADE,2,0.12,0.12,0.0,0.12,0.12
MA-7185-I-6,RIO ITAPECURU,7.0,SALINIDADE,2,0.045,0.045,0.021213203435596427,0.03,0.06
MA-7185-I-6,RIO ITAPECURU,8.0,SALINIDADE,1,0.02,0.02,,0.02,0.02
MA-7185-I-6,RIO ITAPECURU,9.0,SALINIDADE,2,0.02,0.02,0.01414213562373095,0.01,0.03
MA-7185-I-6,RIO ITAPECURU,10.0,SALINIDADE,2,0.025,0.025,0.007071067811865475,0.02,0.03
MA-7185-I-7,RIO ITAPECURU,3.0,SALINIDADE,2,0.02,0.02,0.0,0.02,0.02
MA-7185-I-7,RIO ITAPECURU,4.0,SALINIDADE,2,0.035,0.035,0.021213203435596427,0.02,0.05
MA-7185-I-7,RIO ITAPECURU,6.0,SALINIDADE,2,0.03,0.03,0.014142135623730952,0.02,0.04
MA-7185-I-7,RIO ITAPECURU,7.0,SALINIDADE,2,0.04,0.04,0.014142135623730954,0.03,0.05
MA-7185-I-7,RIO ITAPECURU,8.0,SALINIDADE,2,0.035,0.035,0.007071067811865474,0.03,0.04
MA-7185-I-7,RIO ITAPECURU,9.0,SALINIDADE,1,0.05,0.05,,0.05,0.05
MA-7185-I-7,RIO ITAPECURU,10.0,SALINIDADE,2,0.035,0.035,0.007071067811865479,0.03,0.04
MA-7185-I-8,RIO ITAPECURU,5.0,SALINIDADE,2,0.01,0.01,0.0,0.01,0.01
MA-7185-I-8,RIO ITAPECURU,6.0,SALINIDADE,2,0.025,0.025,0.007071067811865473,0.02,0.03
MA-7185-I-8,RIO ITAPECURU,7.0,SALINIDADE,2,0.045,0.045,0.021213203435596427,0.03,0.06
MA-7185-I-8,RIO ITAPECURU,8.0,SALINIDADE,1,0.02,0.02,,0.02,0.02
MA-7185-I-8,RIO ITAPECURU,9.0,SALINIDADE,2,0.03,0.03,0.01414213562373095,0.02,0.04
MA-7185-I-8,RIO ITAPECURU,10.0,SALINIDADE,2,0.03,0.03,0.0,0.03,0.03
MA-7185-I-9,RIO ITAPECURU,5.0,SALINIDADE,2,0.02,0.02,0.0,0.02,0.02
MA-7185-I-9,RIO ITAPECURU,6.0,SALINIDADE,2,0.03,0.03,0.014142135623730952,0.02,0.04
MA-7187-I-11,RIO ITAPECURU,10.0,SALINIDADE,1,0.01,0.01,,0.01,0.01
MA-7187-I-2,RIO ITAPECURU,10.0,SALINIDADE,1,0.01,0.01,,0.01,0.01
MA-7187-I-4,RIO ALPERCATAS,10.0,SALINIDADE,1,0.0,0.0,,0.0,0.0
MA-7189-I-4,RIO ITAPECURU,10.0,SALINIDADE,1,0.0,0.0,,0.0,0.0
MA-7191-IE-4,RIO ITAPECURU,1.0,SALINIDADE,1,0.99,0.99,,0.99,0.99
MA-7191-IE-4,RIO ITAPECURU,2.0,SALINIDADE,2,0.05,0.05,0.0,0.05,0.05
MA-7191-IE-4,RIO ITAPECURU,3.0,SALINIDADE,2,11.105,11.105,6.8235804384501835,6.28,15.93
MA-7191-IE-4,RIO ITAPECURU,4.0,SALINIDADE,2,0.055,0.055,0.03535533905932738,0.03,0.08
MA-7191-IE-4,RIO ITAPECURU,5.0,SALINIDADE,2,1.1099999999999999,1.1099999999999999,0.5798275605729689,0.7,1.52
MA-7191-IE-4,RIO ITAPECURU,6.0,SALINIDADE,1,0.04,0.04,,0.04,0.04
MA-7191-IE-4,RIO ITAPECURU,7.0,SALINIDADE,2,0.08,0.08,0.0565685424949238,0.04,0.12
MA-7191-IE-4,RIO ITAPECURU,8.0,SALINIDADE,2,0.095,0.095,0.13435028842544403,0.0,0.19
MA-7191-IE-4,RIO ITAPECURU,9.0,SALINIDADE,2,0.095,0.095,0.06363961030678929,0.05,0.14
MA-7191-IE-4,RIO ITAPECURU,10.0,SALINIDADE,2,0.5650000000000001,0.5650000000000001,0.7424621202458749,0.04,1.09
MA-7199-I-1,RIO ITAPECURU,10.0,SALINIDADE,1,0.0,0.0,,0.0,0.0
MA-7164-I-19,RIO ITAPECURU,6.0,ALCALINIDADE,1,16.0,16.0,,16.0,16.0
MA-7164-I-19,RIO ITAPECURU,7.0,ALCALINIDADE,2,21.0,21.0,7.0710678118654755,16.0,26.0
MA-7164-I-19,RIO ITAPECURU,8.0,ALCALINIDADE,2,32.0,32.0,5.656854249492381,28.0,36.0
MA-7164-I-19,RIO ITAPECURU,9.0,ALCALINIDADE,2,47.0,47.0,1.4142135623730951,46.0,48.0
MA-7164-I-19,RIO ITAPECURU,10.0,ALCALINIDADE,2,30.0,30.0,14.142135623730951,20.0,40.0
MA-7181-I-1,RIO ITAPECURU,5.0,ALCALINIDADE,2,12.0,12.0,11.313708498984761,4.0,20.0
MA-7181-I-1,RIO ITAPECURU,6.0,ALCALINIDADE,1,20.0,20.0,,20.0,20.0
MA-7181-I-1,RIO ITAPECURU,7.0,ALCALINIDADE,2,20.0,20.0,5.656854249492381,16.0,24.0
MA-7181-I-1,RIO ITAPECURU,8.0,ALCALINIDADE,2,35.0,35.0,7.0710678118654755,30.0,40.0
MA-7181-I-1,RIO ITAPECURU,9.0,ALCALINIDADE,2,42.0,42.0,14.142135623730951,32.0,52.0
MA-7181-I-1,RIO ITAPECURU,10.0,ALCALINIDADE,2,30.0,30.0,2.8284271247461903,28.0,32.0
MA-7181-I-2,RIO ITAPECURU,5.0,ALCALINIDADE,2,15.0,15.0,4.242640687119285,12.0,18.0
MA-7181-I-2,RIO ITAPECURU,6.0,ALCALINIDADE,1,10.0,10.0,,10.0,10.0
MA-7181-I-2,RIO ITAPECURU,7.0,ALCALINIDADE,2,23.0,23.0,7.0710678118654755,18.0,28.0
MA-7181-I-2,RIO ITAPECURU,8.0,ALCALINIDADE,2,36.0,36.0,5.656854249492381,32.0,40.0
MA-7181-I-2,RIO ITAPECURU,9.0,ALCALINIDADE,2,37.0,37.0,4.242640687119285,34.0,40.0
MA-7181-I-2,RIO ITAPECURU,10.0,ALCALINIDADE,2,35.0,35.0,9.899494936611665,28.0,42.0
MA-7181-I-3,RIO ITAPECURU,5.0,ALCALINIDADE,2,13.0,13.0,9.899494936611665,6.0,20.0
MA-7181-I-3,RIO ITAPECURU,6.0,ALCALINIDADE,1,18.0,18.0,,18.0,18.0
MA-7181-I-3,RIO ITAPECURU,7.0,ALCALINIDADE,2,20.0,20.0,11.313708498984761,12.0,28.0
MA-7181-I-3,RIO ITAPECURU,8.0,ALCALINIDADE,2,40.0,40.0,0.0,40.0,40.0
MA-7181-I-3,RIO ITAPECURU,9.0,ALCALINIDADE,2,51.0,51.0,7.0710678118654755,46.0,56.0
MA-7181-I-3,RIO ITAPECURU,10.0,ALCALINIDADE,2,23.0,23.0,1.4142135623730951,22.0,24.0
MA-7181-I-4,RIO ITAPECURU,5.0,ALCALINIDADE,2,9.0,9.0,4.242640687119285,6.0,12.0
MA-7181-I-4,RIO ITAPECURU,6.0,ALCALINIDADE,1,18.0,18.0,,18.0,18.0
MA-7181-I-4,RIO ITAPECURU,7.0,ALCALINIDADE,2,18.0,18.0,2.8284271247461903,16.0,20.0
MA-7181-I-4,RIO ITAPECURU,8.0,ALCALINIDADE,2,34.0,34.0,14.142135623730951,24.0,44.0
MA-7181-I-4,RIO ITAPECURU,9.0,ALCALINIDADE,2,47.0,47.0,12.727922061357855,38.0,56.0
MA-7181-I-4,RIO ITAPECURU,10.0,ALCALINIDADE,2,26.0,26.0,8.48528137423857,20.0,32.0
MA-7182-I-2,RIO PERITORO,5.0,ALCALINIDADE,2,14.0,14.0,16.97056274847714,2.0,26.0
MA-7182-I-2,RIO PERITORO,6.0,ALCALINIDADE,2,23.0,23.0,1.4142135623730951,22.0,24.0
