CLUSTER,PH,TURBIDEZ,TEMPERATURA_AGUA,COND_ELETRICA_ESPECIFICA,TEMPERATURA_AR,OXIGENIO_DISSOLVIDO,SALINIDADE,N_PONTOS
0,6.899166666666666,54.095,29.12725,214.98333333333335,27.352500000000003,5.1825,0.10916666666666668,6
1,6.89175,26.01775,29.5005,59.1355,26.71225,7.36125,0.025750000000000002,20
