ID_AMOSTRA,LINHA_BASE,ANO,PERIODO,CAMPANHA,ABA_ORIGEM,LINHA_ORIGEM,RNQA,HIDRO,ROTA,MUNICIPIO,CORPODAGUA,NUMERO_COLETA,NUMERO_LAUDO,DATA_COLETA,HORARIO_COLETA,NUMERO_MEDICAO,LATITUDE,LONGITUDE,CHOVEU_EM_24H,PROFUNDIDADE,VAZAO,TEMPERATURA_AR,TEMPERATURA_AGUA,PH,OXIGENIO_DISSOLVIDO,COND_ELETRICA_ESPECIFICA,TURBIDEZ,SALINIDADE,ALCALINIDADE,TRANSPARENCIA_AGUA,SOLIDOS_DISSOLVIDOS,SOLIDOS_SUSPENSOS,CLORETO_TOTAL,FLUORETO_TOTAL,BROMETO_TOTAL,NITRATO,NITRITO,SULFATO,FOSFATO_TOTAL,ORTOFOSFATO,FOSFORO_TOTAL,NITROGENIO_AMONIACAL,SITUACAO,OBSERVACOES,ORIG_FLUORETO_TOTAL,ORIG_BROMETO_TOTAL,ORIG_NITRATO,ORIG_NITRITO,ORIG_SULFATO,ORIG_FOSFATO_TOTAL,BACIA_ITAPECURU,CRITERIO_BACIA,FLAG_VALOR_INVALIDO,MOTIVO_VALOR_INVALIDO,VALIDO_PARA_CALCULO,OUTLIER_PROFUNDIDADE,OUTLIER_VAZAO,OUTLIER_TEMPERATURA_AR,OUTLIER_TEMPERATURA_AGUA,OUTLIER_PH,OUTLIER_OXIGENIO_DISSOLVIDO,OUTLIER_COND_ELETRICA_ESPECIFICA,OUTLIER_TURBIDEZ,OUTLIER_SALINIDADE,OUTLIER_ALCALINIDADE,OUTLIER_TRANSPARENCIA_AGUA,OUTLIER_SOLIDOS_DISSOLVIDOS,OUTLIER_SOLIDOS_SUSPENSOS,OUTLIER_CLORETO_TOTAL,OUTLIER_FLUORETO_TOTAL,OUTLIER_BROMETO_TOTAL,OUTLIER_NITRATO,OUTLIER_NITRITO,OUTLIER_SULFATO,OUTLIER_FOSFATO_TOTAL,OUTLIER_ORTOFOSFATO,OUTLIER_FOSFORO_TOTAL,OUTLIER_NITROGENIO_AMONIACAL,N_OUTLIERS_LINHA
ITA-0186,1246,2021,7.0,1.0,2021 -7° PERIODO 1A CAMPANHA,95,MA-7182-I-3,33661020.0,6.0,PIRAPEMAS,RIO PERITORO,248,248,2021-12-01,10:14:00,1.0,-3.86289,-44.28726,NAO,0.72,,28.16,29.89,7.08,5.85,123.4,123.82,0.06,20.0,0.2,360.0,34.0,28.7,,,0.89,,,,18.68,0.64,0.04,,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,False,,False,False,False,False,False,True,False,False,False,False,False,False,,,False,,,,True,False,False,2
ITA-0187,1247,2021,7.0,1.0,2021 -7° PERIODO 1A CAMPANHA,96,MA-7182-I-2,33661010.0,6.0,PIRAPEMAS,RIO PERITORO,149,149,2021-12-01,09:35:00,1.0,-3.8121,-44.2575,NAO,0.765,,27.53,29.83,7.02,4.94,116.7,129.81,0.05,30.0,0.2,120.0,34.5,31.67,,,5.71,,,,0.33,1.23,0.1,,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,False,,False,False,False,False,False,True,False,False,False,False,False,False,,,True,,,,False,False,False,2
ITA-0188,1248,2021,7.0,1.0,2021 -7° PERIODO 1A CAMPANHA,97,MA-7185-I-12,33482100.0,6.0,CAXIAS,RIO ITAPECURU,260,260,2021-12-02,11:27:00,1.0,-5.0842,-43.46532,NAO,0.68,,26.29,29.02,7.08,6.82,65.3,37.35,0.03,20.0,0.4,40.0,12.2,16.82,,,6.07,,,,2.05,0.0,0.0,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,,,True,,,,False,False,False,1
ITA-0189,1250,2021,7.0,1.0,2021 -7° PERIODO 1A CAMPANHA,99,MA-7185-I-8,33550000.0,6.0,CAXIAS,RIO ITAPECURU,261,261,2021-12-02,10:16:00,1.0,-4.86732,-43.37428,NAO,0.669,59.74,26.48,29.05,7.1,6.8,69.0,41.95,0.03,22.0,0.3,20.0,14.2,15.85,,,3.1,,,,0.0,1.83,0.0,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0190,1251,2021,7.0,1.0,2021 -7° PERIODO 1A CAMPANHA,100,MA-7185-I-1,33661000.0,6.0,PIRAPEMAS,RIACHO PERITORO,251,251,2021-12-01,08:25:00,1.0,-3.70923,-44.28725,NAO,0.893,,28.83,29.86,6.85,5.62,163.6,136.75,0.08,18.0,0.2,260.0,34.4,35.63,,,9.3,,,,1.61,1.36,0.0,SEM DADOS,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,False,,False,False,False,False,False,True,False,False,False,False,False,False,,,True,,,,False,False,False,2
ITA-0191,1252,2021,7.0,1.0,2021 -7° PERIODO 1A CAMPANHA,101,MA-7183-I-3,33630000.0,6.0,COROATA,RIO ITAPECURU,253,253,2021-12-01,12:52:00,1.0,-4.12531,-44.12985,NAO,0.726,54.78,33.55,30.82,7.2,7.04,72.2,0.03,0.03,20.0,0.4,120.0,32.8,14.85,,,0.31,,,,1.31,0.92,0.27,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,1
ITA-0192,1253,2021,7.0,1.0,2021 -7° PERIODO 1A CAMPANHA,102,MA-7185-I-7,33590000.0,6.0,CODO,RIO ITAPECURU,256,256,2021-12-01,15:52:00,1.0,-4.45527,-43.87951,NAO,0.74,,28.89,30.75,7.9,7.04,65.7,52.67,0.03,18.0,0.2,0.0,46.7,11.88,,,18.95,,,,0.66,0.65,0.33,SEM DADOS,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,,,True,,,,False,False,False,1
ITA-0193,1254,2021,7.0,1.0,2021 -7° PERIODO 1A CAMPANHA,103,MA-7185-I-10,33550010.0,6.0,CAXIAS,RIO ITAPECURU,258,258,2021-12-02,08:35:00,1.0,-4.67734,-43.5426,NAO,0.686,,26.58,28.87,7.02,6.66,67.8,57.14,0.03,12.0,0.3,80.0,33.4,14.85,,,0.0,,,,0.0,0.64,0.0,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0194,1255,2021,7.0,1.0,2021 -7° PERIODO 1A CAMPANHA,104,MA-7185-I-6,33530000.0,6.0,GOVERNADOR EUGENIO BARROS,RIO ITAPECURU,262,262,2021-12-02,12:53:00,1.0,-5.33974,-43.88464,NAO,0.607,59.2,27.47,28.82,7.0,6.62,63.1,32.55,0.03,16.0,0.4,60.0,8.0,23.75,,,0.0,,,,0.0,0.86,0.18,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0195,1256,2021,7.0,1.0,2021 -7° PERIODO 1A CAMPANHA,105,MA-7184-I-1,,6.0,GONCALVES DIAS,RIO CODOZINHO,263,263,2021-12-02,15:08:00,1.0,-5.15973,-44.07358,NAO,0.55,,32.55,29.78,6.48,1.59,289.8,129.67,0.14,38.0,0.3,40.0,31.4,56.71,,,0.0,,,,0.3,0.97,0.15,HIDRO NAO INFORMADO NA ORIGEM (NAO POSSUI),,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,False,,True,False,False,True,True,True,True,False,False,False,False,True,,,False,,,,False,False,False,6
ITA-0196,1258,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,3,MA-7181-I-4,33698050.0,1.0,ROSARIO,RIO ITAPECURU,117/2022,117,2022-05-04,17:56:00,2.0,-3.05814,-44.25304,SIM,,,24.77,28.3,6.74,5.81,86.8,42.2,0.04,20.0,0.8,56.04,3.5,15.0,,,0.0,,,,0.0,0.0,0.12,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0197,1260,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,5,MA-7181-I-2,33693000.0,1.0,SANTA RITA,RIO ITAPECURU,119/2022,119,2022-05-04,16:45:00,2.0,-3.16104,-44.865,SIM,,,26.28,28.25,6.78,6.11,91.3,61.77,0.04,28.0,,59.37,3.5,139.97,,,0.0,,,,0.0,0.0,0.18,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,,False,False,True,,,False,,,,False,False,False,1
ITA-0198,1262,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,7,MA-7181-I-3,33685000.0,1.0,ITAPECURU-MIRIM,RIO ITAPECURU,121/2022,121,2022-05-04,10:52:00,2.0,-3.59762,-44.40028,SIM,,,28.4,28.27,6.89,6.28,97.4,59.86,0.04,28.0,0.2,63.3,3.0,15.0,,,0.0,,,,0.0,0.0,0.0,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0199,1263,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,8,MA-7181-I-1,33690000.0,1.0,ITAPECURU-MIRIM,RIO ITAPECURU,122/2022,122,2022-05-04,14:34:00,2.0,-3.37329,-44.34638,SIM,0.45,,28.2,28.48,6.83,,92.8,52.4,0.04,24.0,0.3,60.74,9.0,17.0,,,4.43,,,,0.75,0.05,0.0,VALOR ATIPICO EM OXIGENIO_DISSOLVIDO; VALOR IMPOSSIVEL EM OXIGENIO_DISSOLVIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0200,1269,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,14,MA-7191-IE-4,33698000.0,1.0,ROSARIO,RIO ITAPECURU,128/2022,128,2022-05-04,19:42:00,2.0,-2.90605,-44.25041,SIM,,,24.0,28.23,6.83,5.65,92.9,42.6,0.04,32.0,0.2,60.68,5.0,14.0,,,8.86,,,,1.27,0.16,0.12,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,False,,,True,,,,False,False,False,1
ITA-0201,1272,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,17,MA-7164-I-19,33680001.0,1.0,CANTANHEDE,RIO ITAPECURU,131/2022,131,2022-05-04,12:26:00,2.0,-3.62958,-44.37784,SIM,,,30.0,28.5,6.8,5.85,128.5,41.4,0.05,26.0,0.2,240.0,5.0,16.0,,,8.86,,,,0.0,0.0,0.0,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,False,,,True,,,,False,False,False,1
ITA-0202,1335,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,80,MA-7185-I-3,33631001.0,5.0,SAO MATEUS DO MARANHAO,RIO TAPUIO,91,91,2022-05-27,09:38:00,,-4.011,-44.44151,SIM,,,25.77,28.42,6.35,2.35,82.7,8.26,0.04,12.0,1.0,-1100.0,-23.2,11.88,,,5.31,,,,1.12,0.16,0.07,NAO APLICAVEL; VALOR ATIPICO EM SOLIDOS_DISSOLVIDOS; VALOR ATIPICO EM SOLIDOS_SUSPENSOS,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),SIM,SOLIDOS_DISSOLVIDOS=-1100 (NEGATIVO); SOLIDOS_SUSPENSOS=-23.2 (NEGATIVO) | VALOR CONFERIDO NA ABA DE ORIGEM: JA CONSTA ASSIM NO DADO BRUTO,False,,,,,,,,,,,,,,,,,,,,,,,,0
ITA-0203,1346,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,91,MA-7185-I-5,33638000.0,6.0,COROATA,RIO PIRAPEMAS,48,48,2022-04-01,16:59:00,,-3.93593,-44.01861,SIM,0.072,,25.95,28.81,6.13,3.26,77.5,32.18,0.03,23.0,0.45,220.0,6.4,21.77,,,0.0,,,,0.06,0.16,0.06,,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,False,,False,False,False,True,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,1
ITA-0204,1347,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,92,MA-7185-I-11,33550020.0,6.0,CAXIAS,RIO ITAPECURU,49,49,2022-03-31,13:43:00,,-4.79397,-43.39048,NAO,0.0,,25.94,27.94,7.37,6.38,127.1,39.23,0.06,23.0,0.3,180.0,3.6,13.86,,,0.0,,,,0.0,0.0,0.12,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0205,1349,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,94,MA-7183-I-4,33630010.0,6.0,COROATA,RIO ITAPECURU,51,51,2022-03-30,12:29:00,,-3.96515,-44.18762,NAO,0.087,,26.2,28.12,7.06,,109.6,43.26,0.05,22.0,0.3,180.0,4.8,16.82,,,0.18,,,,0.0,0.0,0.12,VALOR ATIPICO EM OXIGENIO_DISSOLVIDO; VALOR IMPOSSIVEL EM OXIGENIO_DISSOLVIDO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0206,1350,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,95,MA-7182-I-3,33661020.0,6.0,PIRAPEMAS,RIO PERITORO,52,52,2022-03-30,10:40:00,,-3.86289,-44.28726,SIM,0.124,,27.17,27.95,6.48,,7.95,32.3,0.04,20.0,0.75,120.0,9.2,14.85,,,0.27,,,,0.0,0.0,0.08,VALOR ATIPICO EM OXIGENIO_DISSOLVIDO; VALOR IMPOSSIVEL EM OXIGENIO_DISSOLVIDO,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,False,,False,False,False,,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0207,1351,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,96,MA-7182-I-2,33661010.0,6.0,PIRAPEMAS,RIO PERITORO,53,53,2022-03-30,09:55:00,,-3.82374,-44.28681,NAO,0.094,,26.91,27.92,6.45,4.37,76.2,18.15,0.03,15.0,0.6,160.0,7.2,14.85,,,0.22,,,,1.49,0.28,0.11,,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0208,1352,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,97,MA-7185-I-12,33482100.0,6.0,CAXIAS,RIO ITAPECURU,54,54,2022-03-31,10:33:00,,-5.09124,-43.46959,NAO,0.0,,29.24,28.36,7.3,5.88,131.0,20.68,0.06,26.0,0.6,80.0,8.8,15.84,,,0.13,,,,0.0,0.0,0.0,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0209,1354,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,99,MA-7185-I-8,33550000.0,6.0,CAXIAS,RIO ITAPECURU,56,56,2022-05-01,11:39:00,,-4.86754,-43.3641,NAO,0.0,,31.35,28.41,7.33,6.05,141.0,32.01,0.06,32.0,0.3,240.0,14.8,26.72,,,0.13,,,,0.0,0.0,0.24,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0210,1355,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,100,MA-7185-I-1,33661000.0,6.0,PIRAPEMAS,RIACHO PERITORO,57,57,2022-03-30,08:27:00,,-3.70709,-44.28666,SIM,0.37,,27.51,27.79,6.44,4.43,66.0,19.33,0.03,20.0,0.9,160.0,17.2,9.9,,,0.4,,,,0.0,0.0,0.12,,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0211,1356,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,101,MA-7183-I-3,33630000.0,6.0,COROATA,RIO ITAPECURU,58,58,2022-03-30,14:31:00,,-4.12553,-44.12989,SIM,0.2,,28.17,28.24,7.07,5.97,111.1,47.93,0.05,25.0,0.3,72.41,61.6,17.81,,,1.02,,,,0.0,0.0,0.16,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0212,1357,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,102,MA-7185-I-7,33590000.0,6.0,CODO,RIO ITAPECURU,59,59,2022-03-30,15:50:00,,-4.45535,-43.8796,SIM,0.0,,26.15,28.06,7.27,6.72,119.1,37.86,0.05,20.0,0.3,200.0,46.4,18.8,,,0.27,,,,0.0,0.0,0.12,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0213,1358,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,103,MA-7185-I-10,33550010.0,6.0,CAXIAS,RIO ITAPECURU,60,60,2022-03-31,15:30:00,,-4.67747,-43.54262,SIM,0.0,,25.0,27.37,6.87,6.84,86.9,29.64,0.04,25.0,0.3,260.0,33.6,17.81,,,0.22,,,,1.49,0.24,0.0,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0214,1359,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,104,MA-7185-I-6,33530000.0,6.0,GOVERNADOR EUGENIO BARROS,RIO ITAPECURU,61,61,2022-04-01,09:17:00,,-5.33974,-43.88464,SIM,0.67,,26.53,27.82,7.07,5.12,133.0,23.38,0.06,17.0,0.8,180.0,9.2,16.82,,,0.4,,,,2.99,0.33,0.24,,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,,,,False,False,False,0
ITA-0215,1360,2022,7.0,2.0,2022-7° PERIODO 2ª CAMPANHA,105,MA-7184-I-1,,6.0,GONCALVES DIAS,RIO CODOZINHO,62,62,2022-04-01,11:49:00,,-5.15768,-44.06981,NAO,0.0,,31.8,29.19,6.6,4.09,111.6,64.49,0.05,16.0,1.0,180.0,13.2,13.86,,,0.35,,,,18.68,0.49,0.22,HIDRO NAO INFORMADO NA ORIGEM (NAO POSSUI),,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,False,,True,False,False,False,False,False,False,False,True,False,False,False,,,False,,,,True,False,False,3
ITA-0216,1362,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,3,MA-7181-I-4,33698050.0,1.0,ROSARIO,RIO ITAPECURU,226,226,2022-09-28,14:58:00,1.0,-3.05433,-44.25168,NAO,0.73,,27.5,30.5,7.29,6.54,70.6,14.99,0.03,44.0,0.5,6.54,27.1,54.13,0.05,0.05,0.05,0.05,9.52,0.05,,,,,,"<0,1","<0,1","<0,1","<0,1",,"<0,1",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,,,2
ITA-0217,1364,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,5,MA-7181-I-2,33693000.0,1.0,SANTA RITA,RIO ITAPECURU,227,227,2022-09-28,13:43:00,1.0,-3.16136,-44.28601,NAO,0.72,,26.4,31.3,7.51,6.48,70.4,17.2,0.03,40.0,0.8,40.0,1.0,7.68,0.05,0.05,0.05,0.05,3.53,0.05,,,,,,"<0,1","<0,1","<0,1","<0,1",,"<0,1",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0
ITA-0218,1366,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,7,MA-7181-I-3,33685000.0,1.0,ITAPECURU-MIRIM,RIO ITAPECURU,223,223,2022-09-28,10:38:00,1.0,-3.59747,-44.39912,NAO,0.45,,27.03,30.92,8.72,8.26,67.5,19.45,0.03,40.0,0.8,40.0,13.3,51.62,0.05,0.05,0.05,0.05,9.18,0.05,,,,,,"<0,1","<0,1","<0,1","<0,1",,"<0,1",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,,,3
ITA-0219,1367,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,8,MA-7181-I-1,33690000.0,1.0,ITAPECURU-MIRIM,RIO ITAPECURU,225,225,2022-09-28,11:39:00,1.0,-3.37437,-44.34619,NAO,0.67,,28.0,31.09,8.72,8.35,69.3,18.3,0.03,40.0,0.5,20.0,16.9,10.46,0.05,0.05,0.05,0.05,3.89,0.05,,,,,,"<0,1","<0,1","<0,1","<0,1",,"<0,1",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,1
ITA-0220,1373,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,14,MA-7191-IE-4,33698000.0,1.0,ROSARIO,RIO ITAPECURU,221,221,2022-09-28,16:31:00,1.0,-2.90067,-44.24334,NAO,0.8,,25.16,30.23,8.03,7.4,400.9,48.5,0.19,48.0,0.5,520.0,59.0,298.13,0.05,0.83,0.05,0.05,41.93,0.05,,,,,,"<0,1",,"<0,1","<0,1",,"<0,1",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,,,,5
ITA-0221,1376,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,17,MA-7164-I-19,33680001.0,1.0,CANTANHEDE,RIO ITAPECURU,224,224,2022-09-28,09:40:00,1.0,-3.63287,-44.37655,NAO,0.33,31.91,29.8,30.68,8.4,7.86,68.0,64.5,0.03,36.0,0.5,100.0,16.0,7.97,0.05,0.05,0.05,0.05,3.66,0.05,,,,,,"<0,1","<0,1","<0,1","<0,1",,"<0,1",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0
ITA-0222,1439,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,80,MA-7185-I-3,33631001.0,5.0,SAO MATEUS DO MARANHAO,RIO TAPUIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PONTO NAO VISITADO; NAO MEDIDO,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,,,,,,,,,,,,,,,,,,,,,,0
ITA-0223,1450,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,91,MA-7185-I-5,33638000.0,6.0,COROATA,RIO PIRAPEMAS,148,148,2022-08-10,14:14:00,1.0,-3.935833,-44.018611,NAO,,,27.11,32.26,6.77,7.95,182.6,53.92,0.08,0.14,0.15,180.0,35.0,44.73,0.1,0.06,0.1,0.1,0.18,0.1,,,,,,"<0,2",,"<0,2","<0,2",,"<0,2",SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0
ITA-0224,1451,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,92,MA-7185-I-11,33550020.0,6.0,CAXIAS,RIO ITAPECURU,149,149,2022-08-11,12:39:00,1.0,-4.793889,-43.389722,NAO,,,25.81,28.12,7.22,8.12,53.6,25.03,0.02,0.11,0.5,180.0,45.0,5.8,0.1,0.1,0.31,0.1,2.13,0.1,,,,,,"<0,2","<0,2",,"<0,2",,"<0,2",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0
ITA-0225,1453,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,94,MA-7183-I-4,33630010.0,6.0,COROATA,RIO ITAPECURU,151,151,2022-08-10,11:40:00,1.0,-3.965278,-44.1875,NAO,,,27.05,30.2,7.62,8.95,82.3,17.59,0.04,0.16,0.5,180.0,74.0,9.2,0.1,0.1,0.91,0.1,4.04,0.1,,,,,,"<0,2","<0,2",,"<0,2",,"<0,2",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0
ITA-0226,1454,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,95,MA-7182-I-3,33661020.0,6.0,PIRAPEMAS,RIO PERITORO,152,152,2022-08-10,09:49:00,1.0,-3.862778,-44.287222,NAO,,,27.8,28.9,6.92,6.18,444.5,64.8,0.21,0.2,0.3,2360.0,35.0,120.57,0.1,0.19,0.1,0.1,1.92,0.1,,,,,,"<0,2",,"<0,2","<0,2",,"<0,2",SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,,,,5
ITA-0227,1455,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,96,MA-7182-I-2,33661010.0,6.0,PIRAPEMAS,RIO PERITORO,153,153,2022-08-10,09:24:00,1.0,-3.823333,-44.286944,NAO,,,28.2,28.8,6.92,5.41,447.7,51.5,0.21,0.24,,520.0,63.0,118.26,0.1,0.18,0.1,0.1,1.95,0.1,,,,NAO MEDIDO,,"<0,2",,"<0,2","<0,2",,"<0,2",SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,True,False,True,False,,False,False,True,False,True,False,False,False,False,,,,4
ITA-0228,1456,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,97,MA-7185-I-12,33482100.0,6.0,CAXIAS,RIO ITAPECURU,154,154,2022-08-11,16:00:00,1.0,-5.084167,-43.465278,NAO,,,26.27,28.52,7.22,8.27,41.1,32.4,0.02,0.18,0.3,200.0,45.0,5.14,0.1,0.1,0.08,0.1,0.6,0.1,,,,,,"<0,2","<0,2",,"<0,2",,"<0,2",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0
