ID_AMOSTRA,LINHA_BASE,ANO,PERIODO,CAMPANHA,ABA_ORIGEM,LINHA_ORIGEM,RNQA,HIDRO,ROTA,MUNICIPIO,CORPODAGUA,NUMERO_COLETA,NUMERO_LAUDO,DATA_COLETA,HORARIO_COLETA,NUMERO_MEDICAO,LATITUDE,LONGITUDE,CHOVEU_EM_24H,PROFUNDIDADE,VAZAO,TEMPERATURA_AR,TEMPERATURA_AGUA,PH,OXIGENIO_DISSOLVIDO,COND_ELETRICA_ESPECIFICA,TURBIDEZ,SALINIDADE,ALCALINIDADE,TRANSPARENCIA_AGUA,SOLIDOS_DISSOLVIDOS,SOLIDOS_SUSPENSOS,CLORETO_TOTAL,FLUORETO_TOTAL,BROMETO_TOTAL,NITRATO,NITRITO,SULFATO,FOSFATO_TOTAL,ORTOFOSFATO,FOSFORO_TOTAL,NITROGENIO_AMONIACAL,SITUACAO,OBSERVACOES,ORIG_FLUORETO_TOTAL,ORIG_BROMETO_TOTAL,ORIG_NITRATO,ORIG_NITRITO,ORIG_SULFATO,ORIG_FOSFATO_TOTAL,BACIA_ITAPECURU,CRITERIO_BACIA,FLAG_VALOR_INVALIDO,MOTIVO_VALOR_INVALIDO,VALIDO_PARA_CALCULO,OUTLIER_PROFUNDIDADE,OUTLIER_VAZAO,OUTLIER_TEMPERATURA_AR,OUTLIER_TEMPERATURA_AGUA,OUTLIER_PH,OUTLIER_OXIGENIO_DISSOLVIDO,OUTLIER_COND_ELETRICA_ESPECIFICA,OUTLIER_TURBIDEZ,OUTLIER_SALINIDADE,OUTLIER_ALCALINIDADE,OUTLIER_TRANSPARENCIA_AGUA,OUTLIER_SOLIDOS_DISSOLVIDOS,OUTLIER_SOLIDOS_SUSPENSOS,OUTLIER_CLORETO_TOTAL,OUTLIER_FLUORETO_TOTAL,OUTLIER_BROMETO_TOTAL,OUTLIER_NITRATO,OUTLIER_NITRITO,OUTLIER_SULFATO,OUTLIER_FOSFATO_TOTAL,OUTLIER_ORTOFOSFATO,OUTLIER_FOSFORO_TOTAL,OUTLIER_NITROGENIO_AMONIACAL,N_OUTLIERS_LINHA
ITA-0229,1458,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,99,MA-7185-I-8,33550000.0,6.0,CAXIAS,RIO ITAPECURU,156,156,2022-08-11,14:43:00,1.0,-4.866944,-43.365,NAO,,42.43,25.29,28.62,7.25,8.24,50.7,30.3,0.02,0.18,0.3,160.0,283.0,5.74,0.1,0.1,0.38,0.1,1.74,0.1,,,,,,"<0,2","<0,2",,"<0,2",,"<0,2",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,1
ITA-0230,1459,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,100,MA-7185-I-1,33661000.0,6.0,PIRAPEMAS,RIACHO PERITORO,157,157,2022-08-10,08:10:00,1.0,-3.709167,-44.286944,NAO,,,28.09,29.14,7.08,6.81,,29.4,0.1,0.2,0.3,340.0,52.0,48.69,0.1,0.1,0.05,0.1,1.22,0.1,,,,SEM DADOS (PCD); NAO APLICAVEL,,"<0,2","<0,2",,"<0,2",,"<0,2",SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,1
ITA-0231,1460,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,101,MA-7183-I-3,33630000.0,6.0,COROATA,RIO ITAPECURU,158,158,2022-08-10,12:42:00,1.0,-4.125833,-44.129167,NAO,,47.5,29.3,30.38,7.78,8.79,82.5,18.44,0.04,0.2,0.5,160.0,36.0,9.39,0.1,0.1,0.58,0.1,4.27,0.1,,,,,,"<0,2","<0,2",,"<0,2",,"<0,2",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0
ITA-0232,1461,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,102,MA-7185-I-7,33590000.0,6.0,CODO,RIO ITAPECURU,159,159,2022-08-10,15:30:00,1.0,-4.455278,-43.879444,NAO,,42.53,26.8,29.7,7.27,8.46,60.8,30.7,0.03,0.18,0.45,240.0,79.0,6.83,0.1,0.1,0.12,0.1,1.99,0.1,,,,,,"<0,2","<0,2",,"<0,2",,"<0,2",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0
ITA-0233,1462,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,103,MA-7185-I-10,33550010.0,6.0,CAXIAS,RIO ITAPECURU,160,160,2022-08-11,11:50:00,1.0,-4.677778,-43.540833,NAO,,,24.13,28.54,7.17,8.21,53.0,42.58,0.02,0.14,0.3,100.0,38.0,5.82,0.1,0.1,0.21,0.1,1.61,0.1,,,,,,"<0,2","<0,2",,"<0,2",,"<0,2",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0
ITA-0234,1463,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,104,MA-7185-I-6,33530000.0,6.0,GOVERNADOR EUGENIO BARROS,RIO ITAPECURU,161,161,2022-08-12,09:27:00,1.0,-5.339722,-43.884722,NAO,,37.97,22.19,26.74,6.92,8.15,38.7,39.3,0.02,0.18,0.3,160.0,44.0,73.32,0.1,0.18,0.1,0.1,0.1,0.1,,,,,,"<0,2",,"<0,2","<0,2","<0,2","<0,2",SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,,,,3
ITA-0235,1464,2022,8.0,1.0,2022- 8 PERIODO 1A CAMPANHA,105,MA-7184-I-1,,6.0,GONCALVES DIAS,RIO CODOZINHO,162,162,2022-08-12,10:36:00,1.0,-5.159722,-44.073333,NAO,,,25.05,26.32,6.5,2.24,338.5,50.21,0.16,0.22,0.25,200.0,33.0,6.15,0.1,0.1,0.3,0.1,2.2,0.1,,,,HIDRO NAO INFORMADO NA ORIGEM (NAO POSSUI),,"<0,2","<0,2",,"<0,2",,"<0,2",SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,3
ITA-0236,1466,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,3,MA-7181-I-4,33698050.0,1.0,ROSARIO,RIO ITAPECURU,89,89,2023-02-13,13:52:00,,-3.05489,-44.25091,SIM,,,26.57,27.89,6.24,8.57,1.0,197.8,0.0,24.0,,440.0,29.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,True,False,False,,False,False,,,,,,,,,,,1
ITA-0237,1468,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,5,MA-7181-I-2,33693000.0,1.0,SANTA RITA,RIO ITAPECURU,91,91,2023-02-13,12:52:00,,-3.162,-44.2871,SIM,,,27.23,27.26,5.12,8.67,0.4,230.86,0.0,32.0,0.15,2320.0,54.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,False,False,True,False,False,False,True,False,,,,,,,,,,,3
ITA-0238,1470,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,7,MA-7181-I-3,33685000.0,1.0,ITAPECURU-MIRIM,RIO ITAPECURU,93,93,2023-02-13,09:52:00,,-3.59924,-44.40041,SIM,,,28.15,27.14,5.19,8.69,0.3,167.77,0.0,40.0,0.15,300.0,4.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,,,,,2
ITA-0239,1471,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,8,MA-7181-I-1,33690000.0,1.0,ITAPECURU-MIRIM,RIO ITAPECURU,94,94,2023-02-13,11:05:00,,-3.37429,-44.34672,SIM,,,28.23,27.28,5.14,8.67,0.3,276.9,0.0,30.0,0.15,400.0,87.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,,,,,2
ITA-0240,1477,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,14,MA-7191-IE-4,33698000.0,1.0,ROSARIO,RIO ITAPECURU,100,100,2023-02-13,14:45:00,,-2.90077,-44.2431,SIM,,,26.37,27.24,5.11,8.68,0.3,241.6,0.0,32.0,0.2,60.0,42.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,,,,,2
ITA-0241,1480,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,17,MA-7164-I-19,33680001.0,1.0,CANTANHEDE,RIO ITAPECURU,103,103,2023-02-13,08:33:00,,-3.63285,-44.37635,SIM,,263.92,28.15,27.24,5.15,8.67,0.3,165.5,0.0,28.0,0.15,40.0,74.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,True,False,False,True,False,False,True,False,False,False,False,False,,,,,,,,,,,3
ITA-0242,1543,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,80,MA-7185-I-3,33631001.0,5.0,SAO MATEUS DO MARANHAO,RIO TAPUIO,17,17,2023-01-06,13:00:00,2.0,-4.010939,-44.440881,,,,27.27,28.23,7.21,4.03,186.6,48.28,0.09,64.0,0.1,1040.0,24.5,24.24,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,"<0,1","<0,1","<0,1","<0,1","<0,1","<0,1",SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,1
ITA-0243,1554,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,91,MA-7185-I-5,33638000.0,6.0,COROATA,RIO PIRAPEMAS,2,2,2023-01-03,13:00:00,2.0,-3.569093,-44.17337,NAO,,,32.04,30.59,6.5,7.43,209.1,21.7,0.1,16.0,1.5,120.0,8.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,True,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,2
ITA-0244,1555,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,92,MA-7185-I-11,33550020.0,6.0,CAXIAS,RIO ITAPECURU,3,3,2023-01-04,08:46:00,2.0,-4.473779,-43.232553,NAO,,,24.4,25.72,5.88,7.46,87.3,136.66,0.04,34.0,0.1,60.0,3.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,1
ITA-0245,1557,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,94,MA-7183-I-4,33630010.0,6.0,COROATA,RIO ITAPECURU,5,5,2023-01-03,10:37:00,2.0,-3.96535,-44.18752,NAO,,,28.3,27.38,6.7,6.66,117.6,130.29,0.05,38.0,0.1,100.0,22.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,1
ITA-0246,1558,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,95,MA-7182-I-3,33661020.0,6.0,PIRAPEMAS,RIO PERITORO,6,6,2023-01-03,09:30:00,2.0,-3.862778,-44.287222,NAO,,,28.53,27.48,6.15,6.34,86.0,232.04,0.04,26.0,0.1,160.0,64.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,1
ITA-0247,1559,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,96,MA-7182-I-2,33661010.0,6.0,PIRAPEMAS,RIO PERITORO,7,7,2023-01-03,09:04:00,2.0,-3.82429,-44.2865,NAO,,,27.25,38.53,6.65,6.16,51.6,198.2,0.02,22.0,0.1,120.0,43.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,True,False,False,False,True,False,False,False,False,False,,,,,,,,,,,2
ITA-0248,1560,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,97,MA-7185-I-12,33482100.0,6.0,CAXIAS,RIO ITAPECURU,8,8,2023-01-04,13:28:00,2.0,-5.528247,-43.281059,NAO,,,28.1,26.75,6.36,8.0,84.6,91.46,0.04,36.0,0.25,20.0,6.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
ITA-0249,1562,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,99,MA-7185-I-8,33550000.0,6.0,CAXIAS,RIO ITAPECURU,9,9,2023-01-04,10:35:00,2.0,-4.520312,-43.215286,NAO,,146.57,,,,,,,,44.0,,60.0,3.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,True,,,,,,,,False,,False,False,,,,,,,,,,,1
ITA-0250,1563,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,100,MA-7185-I-1,33661000.0,6.0,PIRAPEMAS,RIACHO PERITORO,10,10,2023-01-03,07:45:00,2.0,-3.423301,-44.171394,NAO,,,28.18,28.36,6.84,6.45,81.8,148.61,0.04,38.0,0.1,60.0,2.0,,,,,,,,,,,SEM DADOS (PCD); NAO APLICAVEL,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,1
ITA-0251,1564,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,101,MA-7183-I-3,33630000.0,6.0,COROATA,RIO ITAPECURU,11,11,2023-01-03,11:49:00,2.0,-4.731526,-44.746323,NAO,,133.04,27.91,27.74,6.72,7.33,103.6,102.42,0.05,28.0,0.15,80.0,36.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,1
ITA-0252,1565,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,102,MA-7185-I-7,33590000.0,6.0,CODO,RIO ITAPECURU,12,12,2023-01-03,14:10:00,2.0,-4.271879,-43.524637,NAO,,113.1,28.55,28.01,6.68,7.69,96.5,90.64,0.04,22.0,0.1,60.0,14.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,1
ITA-0253,1566,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,103,MA-7185-I-10,33550010.0,6.0,CAXIAS,RIO ITAPECURU,13,13,2023-01-04,09:37:00,2.0,-4.404001,-43.322755,NAO,,,26.34,26.35,5.83,7.93,92.7,130.1,0.04,34.0,0.1,20.0,74.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,1
ITA-0254,1567,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,104,MA-7185-I-6,33530000.0,6.0,GOVERNADOR EUGENIO BARROS,RIO ITAPECURU,14,14,2023-01-04,14:40:00,2.0,-5.202342,-43.534491,NAO,,67.89,28.1,,,,,,,36.0,0.3,20.0,2.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,False,,,,,,,False,False,False,False,,,,,,,,,,,0
ITA-0255,1568,2023,8.0,2.0,2023- 8 PERIODO 2A CAMPANHA,105,MA-7184-I-1,,6.0,GONCALVES DIAS,RIO CODOZINHO,15,15,2023-01-04,16:00:00,2.0,-5.159722,-44.073333,NAO,,,29.09,29.04,6.26,3.52,151.7,117.18,0.07,44.0,,120.0,78.0,,,,,,,,,,,NAO APLICAVEL; HIDRO NAO INFORMADO NA ORIGEM (NAO POSSUI),,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,True,False,True,False,False,,False,False,,,,,,,,,,,2
ITA-0256,1570,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,3,MA-7181-I-4,33698050.0,1.0,ROSARIO,RIO ITAPECURU,184,184,2023-07-17,14:00:00,1.0,-3.05489,-44.25091,,,,27.2,30.08,7.02,7.33,103.7,14.9,0.05,38.0,0.45,30280.0,46.67,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,1
ITA-0257,1572,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,5,MA-7181-I-2,33693000.0,1.0,SANTA RITA,RIO ITAPECURU,185,185,2023-07-17,13:12:00,1.0,-3.15473,-44.2809,,,,25.97,30.53,7.01,7.91,104.0,28.5,0.05,34.0,0.15,21060.0,64.0,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,1
ITA-0258,1574,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,7,MA-7181-I-3,33685000.0,1.0,ITAPECURU-MIRIM,RIO ITAPECURU,186,186,2023-07-17,10:48:00,1.0,-3.53386,-44.3995,,,,27.72,29.79,7.11,8.01,100.8,16.63,0.05,46.0,0.3,22180.0,265.56,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,2
ITA-0259,1575,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,8,MA-7181-I-1,33690000.0,1.0,ITAPECURU-MIRIM,RIO ITAPECURU,187,187,2023-07-17,09:35:00,1.0,-3.3737,-44.3461,,,,27.87,29.87,7.01,7.84,102.8,16.71,0.05,32.0,0.15,60.0,6.28,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
ITA-0260,1581,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,14,MA-7191-IE-4,33698000.0,1.0,ROSARIO,RIO ITAPECURU,183,183,2023-07-17,15:00:00,1.0,-2.90077,-44.2431,,,,27.93,30.91,7.39,8.28,118.5,19.1,0.05,48.0,0.3,180.0,30.67,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
ITA-0261,1584,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,17,MA-7164-I-19,33680001.0,1.0,CANTANHEDE,RIO ITAPECURU,181,181,2023-07-17,08:20:00,1.0,-3.63285,-44.37635,,,50.93,28.03,29.28,6.86,7.43,97.7,19.55,0.04,46.0,0.1,140.0,13.78,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
ITA-0262,1647,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,80,MA-7185-I-3,33631001.0,5.0,SAO MATEUS DO MARANHAO,RIO TAPUIO,149,149,2023-07-04,10:30:00,1.0,-4.010972,-44.440801,,,,29.18,29.09,6.92,5.35,138.8,42.27,0.06,42.0,0.15,600.0,14.5,,,,,,,,,,,NAO APLICAVEL,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,1
ITA-0263,1658,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,91,MA-7185-I-5,33638000.0,6.0,COROATA,RIO PIRAPEMAS,124 QL/2023,124 QL/2023,2023-06-13,13:45:00,1.0,,,,,,28.91,30.89,7.25,5.56,132.7,17.58,0.06,24.0,1.0,680.0,44.0,,,,,,,,,,,NAO APLICAVEL; COORDENADA FORA DO MARANHAO,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,False,False,False,False,True,True,False,,,,,,,,,,,2
ITA-0264,1659,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,92,MA-7185-I-11,33550020.0,6.0,CAXIAS,RIO ITAPECURU,125 QL/2023,125 QL/2023,2023-06-14,08:19:00,1.0,,,,,,25.4,27.84,6.36,7.33,91.1,37.74,0.04,34.0,0.3,1320.0,47.0,,,,,,,,,,,NAO APLICAVEL; COORDENADA FORA DO MARANHAO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,1
ITA-0265,1661,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,94,MA-7183-I-4,33630010.0,6.0,COROATA,RIO ITAPECURU,127 QL/2023,127 QL/2023,2023-06-13,10:25:00,1.0,,,,,,28.92,29.6,7.27,7.4,125.7,29.89,0.06,36.0,0.2,1740.0,44.0,,,,,,,,,,,NAO APLICAVEL; COORDENADA FORA DO MARANHAO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,1
ITA-0266,1662,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,95,MA-7182-I-3,33661020.0,6.0,PIRAPEMAS,RIO PERITORO,128 QL/2023,128 QL/2023,2023-06-13,08:42:00,1.0,,,,,,28.89,29.2,6.93,6.23,284.3,65.0,0.13,18.0,0.15,1360.0,46.5,,,,,,,,,,,NAO APLICAVEL; COORDENADA FORA DO MARANHAO,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,True,False,True,False,False,True,False,,,,,,,,,,,3
ITA-0267,1663,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,96,MA-7182-I-2,33661010.0,6.0,PIRAPEMAS,RIO PERITORO,129 QL/2023,129 QL/2023,2023-06-13,08:20:00,1.0,,,,,,27.51,29.34,7.01,5.77,260.5,68.9,0.12,22.0,0.15,1800.0,32.5,,,,,,,,,,,NAO APLICAVEL; COORDENADA FORA DO MARANHAO,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,True,False,True,False,False,True,False,,,,,,,,,,,3
ITA-0268,1664,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,97,MA-7185-I-12,33482100.0,6.0,CAXIAS,RIO ITAPECURU,130 QL/2023,130 QL/2023,2023-06-14,13:06:00,1.0,-3.064,,,,,27.58,28.95,6.8,7.39,73.9,49.15,0.03,32.0,0.15,1540.0,34.5,,,,,,,,,,,NAO APLICAVEL; COORDENADA FORA DO MARANHAO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,1
ITA-0269,1666,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,99,MA-7185-I-8,33550000.0,6.0,CAXIAS,RIO ITAPECURU,132 QL/2023,132 QL/2023,2023-06-14,10:12:00,1.0,,,,,52.17,26.2,28.38,6.95,7.33,90.9,27.43,0.04,32.0,0.15,760.0,9.0,,,,,,,,,,,NAO APLICAVEL; COORDENADA FORA DO MARANHAO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,1
ITA-0270,1667,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,100,MA-7185-I-1,33661000.0,6.0,PIRAPEMAS,RIACHO PERITORO,133 QL/2023,133 QL/2023,2023-06-13,07:20:00,1.0,-3.70923,-44.28725,,,,27.2,28.84,6.79,6.5,151.8,45.86,0.07,36.0,,1140.0,58.5,,,,,,,,,,,SEM DADOS (PCD); TEXTO: N. A.; NAO APLICAVEL,,,,,,,,SIM,AFLUENTE OFICIAL DO ITAPECURU (CODEVASF/IBGE; NUGEO-UEMA),NAO,,True,,,False,False,False,False,False,False,False,False,,True,False,,,,,,,,,,,1
ITA-0271,1668,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,101,MA-7183-I-3,33630000.0,6.0,COROATA,RIO ITAPECURU,134 QL/2023,134 QL/2023,2023-06-13,12:29:00,1.0,,-46.685,,,,28.28,29.56,7.42,7.39,129.1,0.3,0.06,38.0,,1140.0,130.0,,,,,,,,,,,TEXTO: N. A.; NAO APLICAVEL; COORDENADA FORA DO MARANHAO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,,True,True,,,,,,,,,,,2
ITA-0272,1669,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,102,MA-7185-I-7,33590000.0,6.0,CODO,RIO ITAPECURU,135 QL/2023,135 QL/2023,2023-06-13,15:12:00,1.0,,-44.903,,,63.16,28.05,29.6,7.28,7.52,101.6,25.1,0.05,52.0,,1000.0,49.5,,,,,,,,,,,TEXTO: N. A.; NAO APLICAVEL; COORDENADA FORA DO MARANHAO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,False,False,False,False,False,False,False,False,False,,True,False,,,,,,,,,,,1
ITA-0273,1670,2023,9.0,1.0,2023- 9 PERIODO 1A CAMPANHA,103,MA-7185-I-10,33550010.0,6.0,CAXIAS,RIO ITAPECURU,136 QL/2023,136 QL/2023,2023-06-14,09:11:00,1.0,-4.178,,,,,25.9,28.41,6.59,7.21,91.9,51.8,0.04,36.0,0.3,460.0,54.5,,,,,,,,,,,NAO APLICAVEL; COORDENADA FORA DO MARANHAO,,,,,,,,SIM,RIO PRINCIPAL DA BACIA,NAO,,True,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,0
